event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2000-04-09,Andrei Semenov,Rafles la Rose,Andrei Semenov,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-04-09,Andrei Semenov,Ilya Kudryashov,Andrei Semenov,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-04-28,Andrei Semenov,Daur Dyakaev,Andrei Semenov,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-04-29,Andrei Semenov,Andrey Rudakov,Andrey Rudakov,U-DEC,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-05-27,Andrei Semenov,Fabricio Santos Pereira,Andrei Semenov,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-05-27,Andrei Semenov,Phil Ensminger,Andrei Semenov,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-05-27,Andrei Semenov,Amar Suloev,Amar Suloev,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-09-03,Andrei Semenov,Martijn de Jong,Andrei Semenov,SUB,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-09-11,Andrei Semenov,Nikolai Onikienko,Andrei Semenov,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-11-11,Andrei Semenov,Adnan Durmus,Andrei Semenov,KO/TKO,0,,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-11-11,Andrei Semenov,Nikolai Onikienko,Andrei Semenov,SUB,0,,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-11-11,Andrei Semenov,Alexei Veselovzorov,Andrei Semenov,SUB,0,,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-04-22,Andrei Semenov,Martijn de Jong,Andrei Semenov,KO/TKO,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-04-27,Andrei Semenov,Tulio Palhares,Andrei Semenov,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-10-07,Andrei Semenov,Dave Dalgliesh,Andrei Semenov,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-11-11,Andrei Semenov,Renato Vieira,Andrei Semenov,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-06-29,Angel Pacheco,Matthew Turek,Angel Pacheco,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-04-13,Angel Pacheco,Ash Majok,Angel Pacheco,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-11-15,Angel Pacheco,Sam Hernandez,Angel Pacheco,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-02-21,Angel Pacheco,Felipe Martinez Donis,Angel Pacheco,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-12-11,Angel Pacheco,Nathan Williams,Nathan Williams,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-08-28,Angel Pacheco,Damion Hill,Angel Pacheco,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-07-16,Angel Pacheco,Zack Schroeder,Angel Pacheco,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-08-26,Angel Pacheco,Vilson Ndregjoni,Angel Pacheco,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-09-26,Angel Pacheco,Danny Silva,Danny Silva,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-05-24,Anistavio Medeiros,Bruno Cabare,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-06-16,Anistavio Medeiros,Gleidson Magao,Anistavio Medeiros,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-08-26,Anistavio Medeiros,Renan Barao,Renan Barao,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2005-09-08,Anistavio Medeiros,Thiago Rato,Anistavio Medeiros,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-02,Anistavio Medeiros,Diego Duarte,Diego Duarte,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-11-09,Anistavio Medeiros,Valderi Silva,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-02-07,Anistavio Medeiros,Willamy Freire,Willamy Freire,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-05-09,Anistavio Medeiros,Jamil Silveira da Conceicao,Anistavio Medeiros,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-07-05,Anistavio Medeiros,Joao Paulo Rodrigues de Souza,Anistavio Medeiros,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-09-27,Anistavio Medeiros,Jamil Silveira da Conceicao,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-01-25,Anistavio Medeiros,Carlos Heide,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-03-13,Anistavio Medeiros,Mario Schembri,Mario Schembri,SUB,0,,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-06-05,Anistavio Medeiros,Rafael Fagundes Machado,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-03-28,Anistavio Medeiros,Diego Tubarao,Anistavio Medeiros,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-05-09,Anistavio Medeiros,Alex Nacfur,Draw,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-11-05,Anistavio Medeiros,Kleber Willian Meireles Vilar,Anistavio Medeiros,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-12-20,Anistavio Medeiros,Renato Santos,Renato Santos,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-01-23,Anistavio Medeiros,Alexandre Cordeiro,Anistavio Medeiros,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-04-01,Anistavio Medeiros,Lucio Abreu,Anistavio Medeiros,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-04-29,Anistavio Medeiros,Rivaldo Junior,Anistavio Medeiros,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-09-16,Anistavio Medeiros,Jurandir Sardinha,Jurandir Sardinha,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-09-30,Anistavio Medeiros,Orlean Smith,Anistavio Medeiros,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-11-15,Anna Elmose,Emma Delaney,Anna Elmose,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-03-15,Anna Elmose,Aitek Emadi,Anna Elmose,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-05-23,Anna Elmose,Mara Romero Borella,Anna Elmose,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-03-20,Anthony Christodoulou,Jerrod Sanders,Jerrod Sanders,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-07-31,Anthony Christodoulou,John Ortolani,John Ortolani,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-10-23,Anthony Christodoulou,Jason Fitzhugh,Jason Fitzhugh,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-25,Anthony Christodoulou,Valentin Nikolov,Anthony Christodoulou,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-06-04,Anthony Christodoulou,Marco Groh,Anthony Christodoulou,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-12-02,Anthony Christodoulou,Bruce Lutchmedial,Anthony Christodoulou,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-02-19,Anthony Christodoulou,Stanislav Enchev,Anthony Christodoulou,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-06-30,Anthony Christodoulou,Christos Kentzos,Anthony Christodoulou,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-10-06,Anthony Christodoulou,Yosdenis Cedeno,Yosdenis Cedeno,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-20,Anthony Christodoulou,Giorgi Papunaishvili,Anthony Christodoulou,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-20,Anthony Christodoulou,Panagiotis Tsitzos,Anthony Christodoulou,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-04-20,Anthony Christodoulou,Alexis Savvidis,Anthony Christodoulou,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-07-06,Anthony Christodoulou,Critonas Vlassis,Anthony Christodoulou,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-11-09,Anthony Christodoulou,John Ortolani,Anthony Christodoulou,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-01-25,Anthony Christodoulou,Georgi Stoyanov,Anthony Christodoulou,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-10-05,Anthony Christodoulou,Eric Uresk,Anthony Christodoulou,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-08-28,Anthony Ivy,Peyton Burns,Anthony Ivy,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-02-19,Anthony Ivy,Jason Langellier,Jason Langellier,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-07-29,Anthony Ivy,Jesse Almaraz,Anthony Ivy,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-03-10,Anthony Ivy,Arthur Ashton,Anthony Ivy,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-12-09,Anthony Ivy,Santos Rosales,Santos Rosales,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-03-04,Anthony Ivy,Derrick Ageday,Anthony Ivy,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-09-02,Anthony Ivy,Washington Luiz,Anthony Ivy,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-03-03,Anthony Ivy,Aaron Reeves,Anthony Ivy,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-06-29,Anthony Ivy,Jason Langellier,Anthony Ivy,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-09-25,Anthony Ivy,Willis Black,Anthony Ivy,KO/TKO,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-06-12,Anthony Lapsley,Dave Morris,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-10-07,Anthony Lapsley,Curt Bee,Anthony Lapsley,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-11-19,Anthony Lapsley,Rok Wyler,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-12-16,Anthony Lapsley,Doug Sparks,Anthony Lapsley,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-01-05,Anthony Lapsley,Travis Burnett,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-01-26,Anthony Lapsley,John Mahlow,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-09,Anthony Lapsley,Carlo Prater,Carlo Prater,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-03-24,Anthony Lapsley,Josh Hickenbottom,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-04-21,Anthony Lapsley,Andre Luis Novoes Pimenta,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-05-25,Anthony Lapsley,Kyle Gibbons,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-06-23,Anthony Lapsley,David Gardner,Anthony Lapsley,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-06-30,Anthony Lapsley,John Mahlow,John Mahlow,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-08-11,Anthony Lapsley,Brent Weedman,Anthony Lapsley,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-10-13,Anthony Lapsley,Drew Fickett,Drew Fickett,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-10-27,Anthony Lapsley,Jaime Jara,Jaime Jara,U-DEC,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2007-11-02,Anthony Lapsley,Tyler Stinson,Anthony Lapsley,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-05-15,Anthony Lapsley,Aaron Wetherspoon,Aaron Wetherspoon,Overturned,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-08-14,Anthony Lapsley,Aaron Wetherspoon,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-10-10,Anthony Lapsley,Mike Stumpf,Anthony Lapsley,M-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2008-12-11,Anthony Lapsley,Michael Guymon,Michael Guymon,SUB,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2009-05-15,Anthony Lapsley,Ryan Williams,Anthony Lapsley,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-03-20,Anthony Lapsley,Dave Mewborn,Anthony Lapsley,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-05-21,Anthony Lapsley,Frederic Belleton,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2010-07-10,Anthony Lapsley,Ted Worthington,Anthony Lapsley,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-03-05,Anthony Lapsley,Jay Hieron,Jay Hieron,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-08-26,Anthony Lapsley,Jon Kennedy,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2011-10-15,Anthony Lapsley,Daniel Head,Anthony Lapsley,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2012-09-08,Anthony Lapsley,Tony Parker,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-01-19,Anthony Lapsley,Gerald Meerschaert,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-08-24,Anthony Lapsley,John Troyer,Anthony Lapsley,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2000-07-01,Anthony Torres,Jesse Matilla,Anthony Torres,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2001-02-23,Anthony Torres,Kaleo Padilla,Anthony Torres,DQ,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2004-10-16,Anthony Torres,Sean Taylor,Anthony Torres,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2006-05-26,Anthony Torres,Jerry Hackney,Anthony Torres,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2013-05-18,Anying Wang,Jeff Huang,Anying Wang,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-05-16,Ariel Beck,Emily Corso,Emily Corso,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2014-12-06,Ariel Beck,Angela Hayes,Ariel Beck,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-01-24,Ariel Beck,Jessica Diaz,Ariel Beck,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-04-25,Ariel Beck,D.J. Morrison,Ariel Beck,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2015-12-04,Ariel Beck,Andrea Lee,Andrea Lee,SUB,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-03-19,Ariel Beck,Shawna Anderson,Ariel Beck,DQ,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-05-07,Ariel Beck,Rachael Ostovich,Rachael Ostovich,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2016-12-02,Ariel Beck,Kathina Lowe,Kathina Lowe,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-11-11,Austin Bashi,Enzo Perez,Austin Bashi,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-03-27,Austin Bashi,Mason Iacobellis,Austin Bashi,SUB,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-05-28,Austin Bashi,Emanuel Pugh,Austin Bashi,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-08-06,Austin Bashi,James Dunn,Austin Bashi,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-12-10,Austin Bashi,Darnell White Jr.,Austin Bashi,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-04-09,Austin Bashi,Erion Zekthi,Austin Bashi,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-06-25,Austin Bashi,Chris San Jose,Austin Bashi,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-11-12,Austin Bashi,Joseph Penafiel,Austin Bashi,U-DEC,5,5.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-04-29,Austin Bashi,Felipe Vargas,Austin Bashi,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-06-24,Austin Bashi,Erik Vo,Austin Bashi,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-09-30,Austin Bashi,Askar Askar,Austin Bashi,SUB,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-06-01,Austin Bashi,Zac Riley,Austin Bashi,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-09-03,Austin Bashi,Dorian Ramos,Austin Bashi,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-03-25,Axel Sola,Kuitty Begaj,Axel Sola,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-09-25,Axel Sola,Wawrzyniec Bartnik,Axel Sola,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-04-30,Axel Sola,Yun Seong Jang,Axel Sola,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-08-06,Axel Sola,Wladimir Holodenko,Axel Sola,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-12-17,Axel Sola,Matheus Miranda,Axel Sola,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-06-23,Axel Sola,Cesar Arzamendia,Axel Sola,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-12-15,Axel Sola,Turpal Younousov,Axel Sola,KO/TKO,4,4.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-06-14,Axel Sola,Daguir Imavov,Daguir Imavov,M-DEC,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-09-26,Axel Sola,Soslan Gagloev,Axel Sola,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-01-18,Axel Sola,Lucas Caio,Axel Sola,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-06-14,Axel Sola,Ghiles Oudelha,Axel Sola,U-DEC,5,5.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-03-28,Baergeng Jieleyisi,Derigun Yi,Baergeng Jieleyisi,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-05-26,Baergeng Jieleyisi,Hayisaer Hayisaer,Baergeng Jieleyisi,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-05-26,Baergeng Jieleyisi,Denilson Bischiliari,Denilson Bischiliari,SUB,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-06-10,Baergeng Jieleyisi,Roman Lutsenko,Baergeng Jieleyisi,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2017-08-10,Baergeng Jieleyisi,Kyle Rozewski,Kyle Rozewski,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-04-14,Baergeng Jieleyisi,Yongjian Ding,Baergeng Jieleyisi,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-06-27,Baergeng Jieleyisi,Amindzhon Ismoilov,Baergeng Jieleyisi,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2018-12-14,Baergeng Jieleyisi,Michel Lima,Michel Lima,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-04-20,Baergeng Jieleyisi,Yunbin Wen,Baergeng Jieleyisi,U-DEC,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-06-20,Baergeng Jieleyisi,Fei Yang,Baergeng Jieleyisi,SUB,3,3.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-07-17,Baergeng Jieleyisi,Jingjia Wang,Baergeng Jieleyisi,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-08-21,Baergeng Jieleyisi,Yasen Sailikebieke,Baergeng Jieleyisi,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-09-30,Baergeng Jieleyisi,Adilet Ergeshov,Baergeng Jieleyisi,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-10-31,Baergeng Jieleyisi,Xi Tian,Draw,KO/TKO,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-07-07,Baergeng Jieleyisi,Kadelibieke Kalinu,Baergeng Jieleyisi,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-12-29,Baergeng Jieleyisi,Jie Song,Baergeng Jieleyisi,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-07-02,Baergeng Jieleyisi,Zhenyang Zhang,Baergeng Jieleyisi,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-09-28,Baergeng Jieleyisi,Xiaofei Zhou,Baergeng Jieleyisi,KO/TKO,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-01-13,Baergeng Jieleyisi,Lamen Lege,Baergeng Jieleyisi,SUB,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-05-28,Baergeng Jieleyisi,Shuya Kamikubo,Shuya Kamikubo,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2023-08-26,Baergeng Jieleyisi,Xavier Alaoui,Baergeng Jieleyisi,S-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-01-28,Baergeng Jieleyisi,Sultanbek Orozmamat uulu,Baergeng Jieleyisi,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-05-19,Baergeng Jieleyisi,Yunfeng Li,Baergeng Jieleyisi,SUB,2,2.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-08-23,Baergeng Jieleyisi,Tokitaka Nakanishi,Baergeng Jieleyisi,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2019-12-22,Baisangur Susurkaev,Bakbergen Anvarov,Baisangur Susurkaev,KO/TKO,1,1.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2020-12-19,Baisangur Susurkaev,Gennadiy Khamzin,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-01-30,Baisangur Susurkaev,Akmatbek Paizilabek Uulu,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-08-16,Baisangur Susurkaev,Islom Sharopov,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2021-12-25,Baisangur Susurkaev,Bekhruz Kurbonov,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2022-03-31,Baisangur Susurkaev,Artem Kuzmin,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2024-11-22,Baisangur Susurkaev,Shane Sobnosky,Baisangur Susurkaev,U-DEC,3,3.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-02-21,Baisangur Susurkaev,Irakli Kuchukhidze,Baisangur Susurkaev,KO/TKO,2,2.0,,1,sherdog_pre_ufc,,,,,,,,,,,,,,,,
2025-08-12,Baisangur Susurkaev,Murtaza Talha Ali,Baisangur Susurkaev,KO/TKO,1,1.0,,0,sherdog_pre_ufc,,,,,,,,,,,,,,,,
