official_name,official_athlete_url,nickname,division,record,slug_name,profile_name,canonical_athlete_url,profile_division,profile_record,profile_status,profile_source_tag,birthplace,age,height,reach,weight,octagon_debut,alternate_slug_names,official_url_identity_valid,official_url_identity_status,official_url_identity_reason,ufcstats_name,ufcstats_url,ufcstats_resolution,combat_sport,combat_sport_reason,combat_sport_profile_url,coverage_eligible
Mario Sousa,https://www.ufc.com/athlete/mario-sousa,"""Coração Valente""",Middleweight,1-2-0 (W-L-D),mario sousa,Mario Sousa,https://www.ufc.com/athlete/mario-sousa,Middleweight Division,1-2-0 (W-L-D),Active,Dana White's Contender Series,"Santa Luzia, Brazil",26,75.00 in,79.50 in,185.50,"Jul. 21, 2026",mario sousa|mario souza,True,valid,,Mario Sousa,http://ufcstats.com/fighter-details/72782745eb47161a,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mariusz Ksiazkiewicz,https://www.ufc.com/athlete/mariusz-ksiazkiewicz,,Middleweight,0-1-0 (W-L-D),mariusz ksiazkiewicz,Mariusz Ksiazkiewicz,https://www.ufc.com/athlete/mariusz-ksiazkiewicz,Middleweight Division,0-1-0 (W-L-D),Active,,Germany,33,,,184.50,"Jul. 21, 2026",mariusz ksiazkiewicz,True,valid,,Mariusz Ksiazkiewicz,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mariya Agapova,https://www.ufc.com/athlete/mariya-agapova,"""Money Mashka""",Women's Flyweight,10-5-0 (W-L-D),mariya agapova,Mariya Agapova,https://www.ufc.com/athlete/mariya-agapova,Women's Flyweight Division,10-5-0 (W-L-D),,,Kazakhstan,27,66.00 in,68.50 in,125.00,"Jun. 13, 2020",mariya agapova,True,valid,,Mariya Agapova,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mark Choinski,https://www.ufc.com/athlete/mark-choinski,"""The Shark""",Lightweight,8-1-0 (W-L-D),mark choinski,Mark Choinski,https://www.ufc.com/athlete/mark-choinski,Lightweight Division,8-1-0 (W-L-D),Active,,"Milwaukee, United States",29,69.00 in,72.00 in,155.00,"Jun. 7, 2025",mark choinski,True,valid,,Mark Choinski,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mark Climaco,https://www.ufc.com/athlete/mark-climaco,,Flyweight,1-1-0 (W-L-D),mark climaco,Mark Climaco,https://www.ufc.com/athlete/mark-climaco,Flyweight Division,1-1-0 (W-L-D),Active,,"Hayward, United States",25,,,141.20,"Jul. 21, 2026",mark climaco|mark klimaso,True,valid,,Mark Climaco,http://ufcstats.com/fighter-details/60098849c703e389,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mark Vologdin,https://www.ufc.com/athlete/mark-vologdin,,Bantamweight,12-4-2 (W-L-D),mark vologdin,Mark Vologdin,https://www.ufc.com/athlete/mark-vologdin,Bantamweight Division,12-4-2 (W-L-D),Active,,Russia,26,63.00 in,65.00 in,136.00,"Apr. 18, 2026",mark vologdin,True,valid,,Mark Vologdin,http://ufcstats.com/fighter-details/0e6b611451a9a7d8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Marlon Vera,https://www.ufc.com/athlete/marlon-vera,"""Chito""",Bantamweight,23-12-1 (W-L-D),marlon vera,Marlon Vera,https://www.ufc.com/athlete/marlon-vera,Bantamweight Division,23-12-1 (W-L-D),Active,,"Chone, Ecuador",33,68.00 in,70.50 in,136.00,"Nov. 15, 2014",marlon vera,True,valid,,Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Marnic Mann,https://www.ufc.com/athlete/marnic-mann,"""The Sawed-Off Savage""",Women's Strawweight,6-3-0 (W-L-D),marnic mann,Marnic Mann,https://www.ufc.com/athlete/marnic-mann,Women's Strawweight Division,6-3-0 (W-L-D),Active,,"Kalispell, United States",31,60.00 in,60.00 in,125.10,"Sep. 16, 2023",marnic mann|marnik mann,True,valid,,Marnic Mann,http://ufcstats.com/fighter-details/b6203e0492a9336c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Martin Mishtaku,https://www.ufc.com/athlete/martin-mishtaku,"""Booth""",Heavyweight,0-0-0 (W-L-D),martin mishtaku,Martin Mishtaku,https://www.ufc.com/athlete/martin-mishtaku,Heavyweight Division,,Active,,,36,,,224.00,"Jul. 21, 2026",martin mishtaku,True,valid,,,,,mma,,,True
Marvin Vettori,https://www.ufc.com/athlete/marvin-vettori,"""The Italian Dream""",Middleweight,19-10-1 (W-L-D),marvin vettori,Marvin Vettori,https://www.ufc.com/athlete/marvin-vettori,Middleweight Division,19-10-1 (W-L-D),Active,,"Trento, Italy",32,72.00 in,74.00 in,186.00,"Aug. 21, 2016",marvin vettori,True,valid,,Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a,ufc_fighter_details,mma,ufcstats_profile_match,,True
Marwan Rahiki,https://www.ufc.com/athlete/marwan-rahiki,"""Freaky""",Featherweight,9-0-0 (W-L-D),marwan rahiki,Marwan Rahiki,https://www.ufc.com/athlete/marwan-rahiki,Featherweight Division,9-0-0 (W-L-D),Active,,Morocco,23,68.00 in,72.00 in,145.00,"Mar. 14, 2026",marwan rahiki,True,valid,,Marwan Rahiki,http://ufcstats.com/fighter-details/6eedb757f13b9978,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mason Jones,https://www.ufc.com/athlete/mason-jones,"""The Dragon""",Lightweight,18-2-0 (W-L-D),mason jones,Mason Jones,https://www.ufc.com/athlete/mason-jones,Lightweight Division,18-2-0 (W-L-D),Active,,"Abergavenny, Wales",30,70.00 in,74.00 in,156.00,"Jan. 20, 2021",mason jones,True,valid,,Mason Jones,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mateo Vogel,https://www.ufc.com/athlete/mateo-vogel,,Featherweight,0-1-0 (W-L-D),mateo vogel,Mateo Vogel,https://www.ufc.com/athlete/mateo-vogel,Featherweight Division,0-1-0 (W-L-D),Active,,"Ottawa, Canada",27,,,,"Jul. 21, 2026",mateo vogel,True,valid,,Mateo Vogel,http://ufcstats.com/fighter-details/90b57b19d20e1969,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mateus Mendonça,https://www.ufc.com/athlete/mateus-mendonca,"""Bocao""",Flyweight,10-3-0 (W-L-D),mateus mendonca,Mateus Mendonça,https://www.ufc.com/athlete/mateus-mendonca,Flyweight Division,10-3-0 (W-L-D),Active,,"Pindaré Mirim, Brazil",25,66.00 in,71.50 in,137.60,"Jan. 14, 2023",mateus mendonca|mateus mendonka,True,valid,,Mateus Mendonca,http://ufcstats.com/fighter-details/48812daf291a4e23,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mateusz Gamrot,https://www.ufc.com/athlete/mateusz-gamrot,"""Gamer""",Lightweight,26-4-0 (W-L-D),mateusz gamrot,Mateusz Gamrot,https://www.ufc.com/athlete/mateusz-gamrot,Lightweight Division,26-4-0 (W-L-D),Active,,"Bielsko, Biala, Poland",35,70.00 in,70.50 in,156.00,"Oct. 17, 2020",mateusz gamrot,True,valid,,Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mateusz Rębecki,https://www.ufc.com/athlete/mateusz-rebecki,,Lightweight,20-5-0 (W-L-D),mateusz rebecki,Mateusz Rębecki,https://www.ufc.com/athlete/mateusz-rebecki,Lightweight Division,20-5-0 (W-L-D),Active,,"Gryfice, Poland",33,67.00 in,66.00 in,155.50,"Jan. 14, 2023",mateusz rebecki,True,valid,,Mateusz Rebecki,http://ufcstats.com/fighter-details/849c5d9979df5357,ufc_fighter_details,mma,ufcstats_profile_match,,True
Matheus Camilo,https://www.ufc.com/athlete/matheus-camilo,"""Jaguar""",Lightweight,11-3-0 (W-L-D),matheus camilo,Matheus Camilo,https://www.ufc.com/athlete/matheus-camilo,Lightweight Division,11-3-0 (W-L-D),Active,,"Rio Branco, Brazil",25,70.00 in,69.50 in,155.80,"May. 17, 2025",matheus camilo,True,valid,,Matheus Camilo,http://ufcstats.com/fighter-details/72f890c5d421e705,ufc_fighter_details,mma,ufcstats_profile_match,,True
Matt Dixon,https://www.ufc.com/athlete/matt-dixon,,Welterweight,9-1-0 (W-L-D),matt dixon,Matt Dixon,https://www.ufc.com/athlete/matt-dixon,Welterweight Division,9-1-0 (W-L-D),Active,,"Evansville, United States",27,,,170.50,"Jul. 21, 2026",matt dixon,True,valid,,Matt Dixon,http://ufcstats.com/fighter-details/1db445a4468447d0,ufc_fighter_details,mma,ufcstats_profile_match,,True
Matt Frevola,https://www.ufc.com/athlete/matt-frevola,"""The SteamRolla""",Lightweight,11-6-1 (W-L-D),matt frevola,Matt Frevola,https://www.ufc.com/athlete/matt-frevola,Lightweight Division,11-6-1 (W-L-D),Active,,"Huntington, United States",35,69.00 in,71.00 in,155.00,"Aug. 29, 2017",matt frevola|mett frevola,True,valid,,Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74,ufc_fighter_details,mma,ufcstats_profile_match,,True
Matthieu Letho Duclos,https://www.ufc.com/athlete/matthieu-letho-duclos,,Middleweight,0-1-0 (W-L-D),matthieu letho duclos,Matthieu Letho Duclos,https://www.ufc.com/athlete/matthieu-letho-duclos,Middleweight Division,0-1-0 (W-L-D),Active,,,31,,,185.00,"Jul. 21, 2026",matthieu letho duclos,True,valid,,,,,mma,,,True
Matěj Peňáz,https://www.ufc.com/athlete/matej-penaz,,Middleweight,0-1-0 (W-L-D),matej penaz,Matěj Peňáz,https://www.ufc.com/athlete/matej-penaz,Middleweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,,26,,,185.00,"Jul. 21, 2026",matej penaz,True,valid,,Matej Penaz,http://ufcstats.com/fighter-details/abd64006fd37298d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mauricio Ruffy,https://www.ufc.com/athlete/mauricio-ruffy,,Lightweight,14-2-0 (W-L-D),mauricio ruffy,Mauricio Ruffy,https://www.ufc.com/athlete/mauricio-ruffy,Lightweight Division,14-2-0 (W-L-D),Active,,"State of São Paulo, Brazil",30,71.00 in,75.00 in,169.70,"May. 4, 2024",mauricio ruffy,True,valid,,Mauricio Ruffy,http://ufcstats.com/fighter-details/9c393e836a852f30,ufc_fighter_details,mma,ufcstats_profile_match,,True
Max Gimenis,https://www.ufc.com/athlete/max-gimenis,,Heavyweight,6-2-0 (W-L-D),max gimenis,Max Gimenis,https://www.ufc.com/athlete/max-gimenis,Heavyweight Division,6-2-0 (W-L-D),Active,,Brazil,32,73.00 in,,258.00,"Nov. 8, 2025",max gimenis,True,valid,,Max Gimenis,http://ufcstats.com/fighter-details/6a311920edd73c85,ufc_fighter_details,mma,ufcstats_profile_match,,True
Max Holloway,https://www.ufc.com/athlete/max-holloway,"""Blessed""",Lightweight,27-9-0 (W-L-D),max holloway,Max Holloway,https://www.ufc.com/athlete/max-holloway,Lightweight Division,27-9-0 (W-L-D),Active,,"Waianae, United States",34,71.00 in,69.00 in,155.00,"Feb. 4, 2012",max holloway,True,valid,,Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Max Mustaki,https://www.ufc.com/athlete/max-mustaki,"""Mad""",Lightweight,6-3-0 (W-L-D),max mustaki,Max Mustaki,https://www.ufc.com/athlete/max-mustaki,Lightweight Division,6-3-0 (W-L-D),Active,,"Sumter, United States",35,72.00 in,,155.80,"Jul. 21, 2026",max mustaki,True,valid,,Max Mustaki,http://ufcstats.com/fighter-details/f4c40f8a64d3151d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Maycee Barber,https://www.ufc.com/athlete/maycee-barber,"""The Future""",Women's Flyweight,15-3-0 (W-L-D),maycee barber,Maycee Barber,https://www.ufc.com/athlete/maycee-barber,Women's Flyweight Division,15-3-0 (W-L-D),Active,#15 PFP,"Greeley, United States",28,65.00 in,65.00 in,125.50,"Nov. 10, 2018",maycee barber|meysi barber,True,valid,,Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,ufc_fighter_details,mma,ufcstats_profile_match,,True
Melissa Croden,https://www.ufc.com/athlete/melissa-croden,"""Scare""",Women's Bantamweight,8-3-0 (W-L-D),melissa croden,Melissa Croden,https://www.ufc.com/athlete/melissa-croden,Women's Bantamweight Division,8-3-0 (W-L-D),Active,,"Toronto, Canada",35,69.00 in,68.50 in,135.00,"Oct. 18, 2025",melissa croden|melissa kroden,True,valid,,Melissa Croden,http://ufcstats.com/fighter-details/51e2f44a8dbf6984,ufc_fighter_details,mma,ufcstats_profile_match,,True
Melissa Gatto,https://www.ufc.com/athlete/melissa-gatto,,Women's Flyweight,9-3-2 (W-L-D),melissa gatto,Melissa Gatto,https://www.ufc.com/athlete/melissa-gatto,Women's Flyweight Division,9-3-2 (W-L-D),Active,,"State of São Paulo, Brazil",29,65.00 in,69.00 in,134.50,"Aug. 7, 2021",melissa gatto,True,valid,,Melissa Gatto,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,ufc_fighter_details,mma,ufcstats_profile_match,,True
Melissa Mullins,https://www.ufc.com/athlete/melissa-mullins,"""No Mess""",Women's Bantamweight,7-3-0 (W-L-D),melissa mullins,Melissa Mullins,https://www.ufc.com/athlete/melissa-mullins,Women's Bantamweight Division,7-3-0 (W-L-D),Active,,"Oxford, England",34,67.00 in,68.00 in,136.00,"Oct. 14, 2023",melissa mullins|%EF%BD%8Delissa mullins|melissa dikson,True,valid,,Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Melquizael Costa,https://www.ufc.com/athlete/melquizael-costa,"""The Dalmatian""",Featherweight,26-7-0 (W-L-D),melquizael costa,Melquizael Costa,https://www.ufc.com/athlete/melquizael-costa,Featherweight Division,26-7-0 (W-L-D),Active,,"Porto de Moz, Brazil",29,70.00 in,71.00 in,145.50,"Jan. 21, 2023",melquizael costa,True,valid,,Melquizael Costa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Melsik Baghdasaryan,https://www.ufc.com/athlete/melsik-baghdasaryan,"""The Gun""",Featherweight,8-4-0 (W-L-D),melsik baghdasaryan,Melsik Baghdasaryan,https://www.ufc.com/athlete/melsik-baghdasaryan,Featherweight Division,8-4-0 (W-L-D),Active,,Armenia,34,69.00 in,70.00 in,145.00,"Jul. 31, 2021",melsik baghdasaryan,True,valid,,Melsik Baghdasaryan,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,ufc_fighter_details,mma,ufcstats_profile_match,,True
Merab Dvalishvili,https://www.ufc.com/athlete/merab-dvalishvili,"""The Machine""",Bantamweight,21-5-0 (W-L-D),merab dvalishvili,Merab Dvalishvili,https://www.ufc.com/athlete/merab-dvalishvili,Bantamweight Division,21-5-0 (W-L-D),Active,#8 PFP,"Tbilisi, Georgia",35,66.00 in,68.00 in,135.00,"Dec. 9, 2017",merab dvalishvili|merb dvalishvili,True,valid,,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Aswell Jr.,https://www.ufc.com/athlete/michael-aswell,"""The Texas Kid""",Featherweight,11-5-0 (W-L-D),michael aswell,Michael Aswell Jr.,https://www.ufc.com/athlete/michael-aswell,Featherweight Division,11-5-0 (W-L-D),Active,,"Houston, United States",25,68.00 in,69.00 in,145.50,"May. 31, 2025",michael aswell,True,valid,,Michael Aswell Jr.,http://ufcstats.com/fighter-details/01c9e4013afce141,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Bonnette,https://www.ufc.com/athlete/michael-bonnette,"""No Mercy""",Welterweight,0-0-0 (W-L-D),michael bonnette,Michael Bonnette,https://www.ufc.com/athlete/michael-bonnette,Welterweight Division,,Active,,,34,,,170.50,"Jul. 21, 2026",michael bonnette,True,valid,,,,,mma,,,True
Michael Chandler,https://www.ufc.com/athlete/michael-chandler,"""Iron""",Lightweight,23-11-0 (W-L-D),michael chandler,Michael Chandler,https://www.ufc.com/athlete/michael-chandler,Lightweight Division,23-11-0 (W-L-D),Active,,"High Ridge, United States",40,68.00 in,71.50 in,156.00,"Jan. 23, 2021",michael chandler,True,valid,,Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Cora,https://www.ufc.com/athlete/michael-cora,,Welterweight,4-2-0 (W-L-D),michael cora,Michael Cora,https://www.ufc.com/athlete/michael-cora,Welterweight Division,4-2-0 (W-L-D),Active,,"New York, United States",33,71.00 in,77.00 in,171.00,"Jul. 18, 2017",michael cora,True,valid,,Michael Cora,http://ufcstats.com/fighter-details/2b91eff985b532cd,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Johnson,https://www.ufc.com/athlete/michael-johnson,"""The Menace""",Lightweight,25-20-0 (W-L-D),michael johnson,Michael Johnson,https://www.ufc.com/athlete/michael-johnson,Lightweight Division,25-20-0 (W-L-D),Active,,"St. Louis, United States",39,70.00 in,73.50 in,168.00,"Dec. 5, 2010",michael johnson,True,valid,,Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Morales,https://www.ufc.com/athlete/michael-morales,,Welterweight,19-0-0 (W-L-D),michael morales,Michael Morales,https://www.ufc.com/athlete/michael-morales,Welterweight Division,19-0-0 (W-L-D),Active,,"Pasaje, Ecuador",27,72.00 in,79.00 in,170.60,"Jan. 22, 2022",michael morales,True,valid,,Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Oliveira,https://www.ufc.com/athlete/michael-oliveira,,Welterweight,1-0-0 (W-L-D),michael oliveira,Michael Oliveira,https://www.ufc.com/athlete/michael-oliveira,Welterweight Division,1-0-0 (W-L-D),Active,,,28,73.00 in,78.50 in,,"Aug. 1, 2026",michael oliveira,True,valid,,Michael Oliveira,http://ufcstats.com/fighter-details/037cfd34a27d59e9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michael Venom Page,https://www.ufc.com/athlete/michael-page,"""Venom""",Middleweight,25-3-0 (W-L-D),,Michael Venom Page,https://www.ufc.com/athlete/michael-page,Middleweight Division,25-3-0 (W-L-D),Active,,"England, United Kingdom",39,75.00 in,79.00 in,185.00,"Mar. 9, 2024",,True,slug_mismatch_profile_valid,slug_name_mismatch:michael page,,,,mma,,,True
Michal Martinek,https://www.ufc.com/athlete/michal-martinek,"""Blackbeard""",Heavyweight,0-0-0 (W-L-D),michal martinek,Michal Martinek,https://www.ufc.com/athlete/michal-martinek,Heavyweight Division,0-0-0 (W-L-D),Active,,,33,,,239.50,"Jul. 21, 2026",michal martinek,True,valid,,Michal Martinek,http://ufcstats.com/fighter-details/9acf42aebe9bb895,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michal Oleksiejczuk,https://www.ufc.com/athlete/michal-oleksiejczuk,"""Hussar""",Middleweight,22-10-0 (W-L-D),michal oleksiejczuk,Michal Oleksiejczuk,https://www.ufc.com/athlete/michal-oleksiejczuk,Middleweight Division,22-10-0 (W-L-D),Active,,"Wlodawa, Poland",31,72.00 in,74.00 in,186.00,"Dec. 30, 2017",michal oleksiejczuk,True,valid,,Michal Oleksiejczuk,http://ufcstats.com/fighter-details/0d65c432720accb9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Michelle Montague,https://www.ufc.com/athlete/michelle-montague,"""The Wild One""",Women's Bantamweight,8-0-0 (W-L-D),michelle montague,Michelle Montague,https://www.ufc.com/athlete/michelle-montague,Women's Bantamweight Division,8-0-0 (W-L-D),Active,,"Matamata, New Zealand",32,69.00 in,68.50 in,134.50,"Sep. 27, 2025",michelle montague,True,valid,,Michelle Montague,http://ufcstats.com/fighter-details/ca80d72da81d7224,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mick Parkin,https://www.ufc.com/athlete/mick-parkin,,Heavyweight,10-1-0 (W-L-D),mick parkin,Mick Parkin,https://www.ufc.com/athlete/mick-parkin,Heavyweight Division,10-1-0 (W-L-D),Active,,"Sunderland, England",30,76.00 in,79.00 in,260.00,"Jul. 22, 2023",mick parkin|maykl parkin,True,valid,,Mick Parkin,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mickey Gall,https://www.ufc.com/athlete/mickey-gall,,Welterweight,7-7-0 (W-L-D),mickey gall,Mickey Gall,https://www.ufc.com/athlete/mickey-gall,Welterweight Division,7-7-0 (W-L-D),Active,,"Livingston, United States",33,74.00 in,74.00 in,170.80,"Feb. 7, 2016",mickey gall|miki gall,True,valid,,Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158,ufc_fighter_details,mma,ufcstats_profile_match,,True
Miesha Tate,https://www.ufc.com/athlete/miesha-tate,"""Cupcake""",Women's Bantamweight,20-10-0 (W-L-D),miesha tate,Miesha Tate,https://www.ufc.com/athlete/miesha-tate,Women's Bantamweight Division,20-10-0 (W-L-D),Active,,"Tacoma, United States",39,66.00 in,65.00 in,135.50,"Aug. 19, 2012",miesha tate,True,valid,,Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da,ufc_fighter_details,mma,ufcstats_profile_match,,True
Miguel Baeza,https://www.ufc.com/athlete/miguel-baeza,"""Caramel Thunder""",Welterweight,10-4-0 (W-L-D),miguel baeza,Miguel Baeza,https://www.ufc.com/athlete/miguel-baeza,Welterweight Division,10-4-0 (W-L-D),,,"Fort Lauderdale, United States",30,74.00 in,74.50 in,171.00,"Oct. 12, 2019",miguel baeza|migel baeza,True,valid,,Miguel Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Mike Davis,https://www.ufc.com/athlete/mike-davis,"""Beast Boy""",Lightweight,12-3-0 (W-L-D),mike davis,Mike Davis,https://www.ufc.com/athlete/mike-davis,Lightweight Division,12-3-0 (W-L-D),Active,,"Hudson, United States",32,72.00 in,72.50 in,155.30,"Apr. 27, 2019",mike davis,True,valid,,Mike Davis,http://ufcstats.com/fighter-details/c8661e204c66f325,live_search,mma,ufcstats_profile_match,,True
Mike Malott,https://www.ufc.com/athlete/mike-malott,"""Proper""",Welterweight,14-2-1 (W-L-D),mike malott,Mike Malott,https://www.ufc.com/athlete/mike-malott,Welterweight Division,14-2-1 (W-L-D),Active,,"Cleveland, United States",34,73.00 in,73.00 in,171.00,"Apr. 9, 2022",mike malott,True,valid,,Mike Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Miles Johns,https://www.ufc.com/athlete/miles-johns,"""Chapo""",Bantamweight,15-5-0 (W-L-D),miles johns,Miles Johns,https://www.ufc.com/athlete/miles-johns,Bantamweight Division,15-5-0 (W-L-D),Active,,"Newton, United States",31,67.00 in,68.00 in,135.50,"Sep. 14, 2019",miles johns,True,valid,,Miles Johns,http://ufcstats.com/fighter-details/46e0d677f91bacc0,ufc_fighter_details,mma,ufcstats_profile_match,,True
