target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-03-21|luke riley|michael aswell,2026-03-21,2026-03-21T22:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-20T12:00:00Z,2026-03-20T11:55:37Z,b897ea33dbedae20305ccf28ebce1d412471095188e2093c833f3dd5383228ac,07ca6f179ec4b01bf18bd92a699ea3c2,Michael Aswell vs Luke Riley,scheduled_bout_time,,UFC Fight Night: Evloev vs. Murphy,Luke Riley,Michael Aswell Jr.,1,3,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-21|michael page|samuel patterson,2026-03-21,2026-03-21T21:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-20T12:00:00Z,2026-03-20T11:55:37Z,b897ea33dbedae20305ccf28ebce1d412471095188e2093c833f3dd5383228ac,33723ecac22915194ff1f762df9e47ae,Sam Patterson vs Michael Page,scheduled_bout_time,,UFC Fight Night: Evloev vs. Murphy,Michael Page,Sam Patterson,4,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-21|ravena oliveira|shanelle dyer,2026-03-21,2026-03-21T17:35:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-20T12:00:00Z,2026-03-20T11:55:37Z,b897ea33dbedae20305ccf28ebce1d412471095188e2093c833f3dd5383228ac,e57aaf1da2966f4e31ed5cca077178da,Ravena Oliveira vs Shanelle Dyer,scheduled_bout_time,,UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer,Ravena Oliveira,1,2,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|adrian yanez|richard simon,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,9b2b6fb6ab6b14936d0aedf7d1a07790,Ricky Simon vs Adrian Yanez,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon,Adrian Yanez,17,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|alexa grasso|maycee barber,2026-03-28,2026-03-28T23:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,7b4802a4ce35e3aa6bab3e9515713707,Alexa Grasso vs Maycee Barber,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso,Maycee Barber,14,13,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|alexia thainara|bruna brasil,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,9e924d6ee575edae660b2abd3a0c3e44,Alexia Thainara vs Bruna Brasil,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara,Bruna Brasil,3,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|bruno lopes|navajo stirling,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,0d43ac4177217637c1c66bb36834e8af,Navajo Stirling vs Bruno Lopes,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling,Bruno Lopes,4,4,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|casey o neill|gabriella fernandes,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,ef368ca8564794fae7df509600f424ba,Casey O'Neill vs Gabriella Fernandes,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill,Gabriella Fernandes,7,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|chase hooper|lance gibson,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,87b0419121d7219f6a07666c258b5627,Chase Hooper vs Lance Gibson Jr,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Chase Hooper,Lance Gibson Jr.,13,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|ignacio bahamondes|tofiq musayev,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,6104a47fa74effc638e3c8603f215151,Ignacio Bahamondes vs Tofiq Musayev,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes,Tofiq Musayev,10,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|israel adesanya|joseph pyfer,2026-03-28,2026-03-29T03:45:00+00:00,schema_v1_snapshot,.integrity-runtime\method_snapshots\method_odds\method_odds_20260325_235848.json,2026-03-25T23:58:48.399867,f75a27e24c2bb0a6e18c12eaaf6a8369dd717ba1baf9229444d63ec500d1528e,1b24a2cbac1f82f12c754e2eefc5088d,Israel Adesanya vs Joe Pyfer,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya,Joe Pyfer,18,9,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|julian erosa|lerryan douglas,2026-03-28,2026-03-28T23:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,02af202154f1a343e5da93873e6a81d2,Julian Erosa vs Lerryan Douglas,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Julian Erosa,Lerryan Douglas,18,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|kyle nelson|terrance mckinney,2026-03-28,2026-03-28T23:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,89683f48291cb4731d1ac324427a862a,Terrance Mckinney vs Kyle Nelson,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney,Kyle Nelson,13,11,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|mansur abdul malik|yousri belgaroui,2026-03-28,2026-03-28T23:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,b6269d8deac247ffdcc8e1b1ddd411b3,Mansur Abdul-Malik vs Yousri Belgaroui,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik,Yousri Belgaroui,5,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|marcin tybura|tyrell fortune,2026-03-28,2026-03-28T20:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,076599d0cdefad0d7df11137072efb97,Marcin Tybura vs Tyrell Fortune,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura,Tyrell Fortune,23,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-03-28|michael chiesa|niko price,2026-03-28,2026-03-28T23:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-03-27T12:00:00Z,2026-03-27T11:55:37Z,9f902a684d1a6ee649b7b5afb2ebf3c507e76e987e909b3ebdc58c0659c484f0,2ff2f78eff77b5220d2a9e753a026528,Michael Chiesa vs Niko Price,scheduled_bout_time,,UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa,Niko Price,21,20,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-04|abdul rakhman yakhyaev|brendson ribeiro,2026-04-04,2026-04-05T02:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-03T12:00:00Z,2026-04-03T11:55:38Z,9ce278c6eb0ce3efd1c42d446a19959f0cb82d00c363c441d201684b6543441c,8c582958da4de6eae549dd45c50a0208,Brendson Ribeiro vs Abdulrakhman Yakhyaev,scheduled_bout_time,,UFC Fight Night: Moicano vs. Duncan,Abdul Rakhman Yakhyaev,Brendson Ribeiro,2,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-04-04|alessandro costa|stewart nicoll,2026-04-04,2026-04-05T00:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-04-03T12:00:00Z,2026-04-03T11:55:38Z,9ce278c6eb0ce3efd1c42d446a19959f0cb82d00c363c441d201684b6543441c,df369b0ac479e698163cb6b4cab2a8ae,Stewart Nicoll vs Alessandro Costa,scheduled_bout_time,,UFC Fight Night: Moicano vs. Duncan,Alessandro Costa,Stewart Nicoll,6,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
