event_date,fighter_a,fighter_b
2020-08-01,Chris Gutierrez,Cody Durden
2020-08-08,Youssef Zalal,Peter Barrett
2020-08-08,Yana Santos,Julija Stoliarenko
2020-08-08,Yana Kunitskaya,Julija Stoliarenko
2020-08-08,Tim Means,Laureano Staropoli
2020-08-08,Omari Akhmedov,Chris Weidman
2020-08-08,Nasrat Haqparast,Alexander Munoz
2020-08-08,Nasrat Haqparast,Alex Munoz
2020-08-08,Kevin Holland,Joaquin Buckley
2020-08-08,Irwin Rivera,Ali Qaisi
2020-08-08,Irwin Rivera,Ali AlQaisi
2020-08-08,Gavin Tucker,Justin Jaynes
2020-08-08,Derrick Lewis,Aleksei Oleinik
2020-08-08,Beneil Dariush,Scott Holtzman
2020-08-08,Andrew Sanchez,Wellington Turman
2020-08-08,Maki Pitolo,Darren Stewart
2020-08-15,Jim Miller,Vinc Pichel
2020-08-15,Stipe Miocic,Daniel Cormier
2020-08-15,Sean O'Malley,Marlon Vera
2020-08-15,Kai Kamaka,Tony Kelley
2020-08-15,Junior Dos Santos,Jairzinho Rozenstruik
2020-08-15,Felice Herrig,Virna Jandiroba
2020-08-15,Herbert Burns,Daniel Pineda
2020-08-15,TJ Brown,Danny Chavez
2020-08-15,Chris Daukaus,Parker Porter
2020-08-15,Ashley Yoder,Livinha Souza
2020-08-15,John Dodson,Merab Dvalishvili
2020-08-22,Mariya Agapova,Shana Dobson
2020-08-22,Marcin Prachnio,Mike Rodriguez
2020-08-22,Pedro Munhoz,Frankie Edgar
2020-08-22,Timur Valiev,Trevin Jones
2020-08-22,Ike Villanueva,Jordan Wright
2020-08-22,Amanda Lemos,Mizuki Inoue
2020-08-22,Carlton Minus,Matthew Semelsberger
2020-08-22,Austin Hubbard,Joe Solecki
2020-08-22,Amanda Lemos,Mizuki
2020-08-22,Daniel Rodriguez,Dwight Grant
2020-08-29,Sean Brady,Christian Aguilera
2020-08-29,Robbie Lawler,Neil Magny
2020-08-29,Ricardo Lamas,Bill Algeo
2020-08-29,Polyana Viana,Emily Whitmire
2020-08-29,Mallory Martin,Hannah Cifers
2020-08-29,Maki Pitolo,Impa Kasanganay
2020-08-29,Ji Yeon Kim,Alexa Grasso
2020-08-29,Anthony Smith,Aleksandar Rakic
2020-08-29,Alex Caceres,Austin Springer
2020-08-29,Alessio Di Chirico,Zak Cummings
2020-09-05,Ovince Saint Preux,Alonzo Menifield
2020-09-05,Michel Pereira,Zelim Imadaev
2020-09-05,Cole Smith,Hunter Azure
2020-09-05,Viviane Araujo,Montana De La Rosa
2020-09-05,Andre Muniz,Bartosz Fabinski
2020-09-05,Alistair Overeem,Augusto Sakai
2020-09-05,Brian Kelleher,Ray Rodriguez
2020-09-12,Sabina Mazo,Justine Kish
2020-09-12,Roxanne Modafferi,Andrea Lee
2020-09-12,Roosevelt Roberts,Kevin Croom
2020-09-12,Ottman Azaitar,Khama Worthy
2020-09-12,Michelle Waterson-Gomez,Angela Hill
2020-09-12,King Green,Alan Patrick
2020-09-12,Michelle Waterson,Angela Hill
2020-09-12,Ed Herman,Mike Rodriguez
2020-09-12,Bryan Barberena,Anthony Ivy
2020-09-12,Brok Weaver,Jalin Turner
2020-09-12,Bobby Green,Alan Patrick
2020-09-12,Billy Quarantillo,Kyle Nelson
2020-09-12,Alexandr Romanov,Roque Martinez
2020-09-12,Julia Avila,Sijara Eubanks
2020-09-19,Kevin Holland,Darren Stewart
2020-09-19,Tyson Nam,Jerome Rivera
2020-09-19,Mayra Bueno Silva,Mara Romero Borella
2020-09-19,Mackenzie Dern,Randa Markos
2020-09-19,Khamzat Chimaev,Gerald Meerschaert
2020-09-19,Journey Newson,Randy Costa
2020-09-19,Mirsad Bektic,Damon Jackson
2020-09-19,Johnny Walker,Ryan Spann
2020-09-19,Andre Ewell,Irwin Rivera
2020-09-19,Colby Covington,Tyron Woodley
2020-09-19,Jordan Espinosa,David Dvorak
2020-09-19,Donald Cerrone,Niko Price
2020-09-19,Darrick Minner,TJ Laramie
2020-09-19,Jessica-Rose Clark,Sarah Alpar
2020-09-26,Ketlen Vieira,Sijara Eubanks
2020-09-26,Brad Riddell,Alex Da Silva
2020-09-26,Diego Sanchez,Jake Matthews
2020-09-26,Dominick Reyes,Jan Blachowicz
2020-09-26,Hakeem Dawodu,Zubaira Tukhugov
2020-09-26,Israel Adesanya,Paulo Costa
2020-09-26,Juan Espino,Jeff Hughes
2020-09-26,Kai Kara-France,Brandon Royval
2020-09-26,Khadis Ibragimov,Danilo Marques
2020-09-26,Shane Young,Ludovit Klein
2020-09-26,William Knight,Aleksa Camur
2020-10-03,Kyler Phillips,Cameron Else
2020-10-03,Loma Lookboonmee,Jinh Yu Frey
2020-10-03,Yorgan De Castro,Carlos Felipe
2020-10-03,Jordan Williams,Nassourdine Imavov
2020-10-03,Luigi Vendramini,Jessin Ayari
2020-10-03,Holly Holm,Irene Aldana
2020-10-03,Casey Kenney,Heili Alateng
2020-10-03,Dequan Townsend,Dusko Todorovic
2020-10-03,Charles Jourdain,Josh Culibao
2020-10-03,Casey Kenney,Alatengheili
2020-10-03,Carlos Condit,Court McGee
2020-10-03,Germaine de Randamie,Julianna Pena
2020-10-10,Markus Perez,Dricus Du Plessis
2020-10-10,Tracy Cortez,Stephanie Egger
2020-10-10,Tom Breese,KB Bhullar
2020-10-10,Tom Aspinall,Alan Baudot
2020-10-10,Marlon Moraes,Cory Sandhagen
2020-10-10,Impa Kasanganay,Joaquin Buckley
2020-10-10,Youssef Zalal,Ilia Topuria
2020-10-10,Edson Barboza,Makwan Amirkhani
2020-10-10,Chris Daukaus,Rodrigo Nascimento
2020-10-10,Bruno Silva,Tagir Ulanbekov
2020-10-10,Ben Rothwell,Marcin Tybura
2020-10-10,Ali AlQaisi,Tony Kelley
2020-10-10,Giga Chikadze,Omar Morales
2020-10-17,Thomas Almeida,Jonathan Martinez
2020-10-17,Said Nurmagomedov,Mark Striegl
2020-10-17,Katlyn Cerminara,Jessica Andrade
2020-10-17,Mateusz Gamrot,Guram Kutateladze
2020-10-17,Katlyn Chookagian,Jessica Andrade
2020-10-17,Junyong Park,John Phillips
2020-10-17,Claudio Silva,James Krause
2020-10-17,Jamie Mullarkey,Fares Ziam
2020-10-17,Gillian Robertson,Poliana Botelho
2020-10-17,Gadzhimurad Antigulov,Maxim Grishin
2020-10-17,Brian Ortega,Chan Sung Jung
2020-10-17,Jimmy Crute,Modestas Bukauskas
2020-10-24,Stefan Struve,Tai Tuivasa
2020-10-24,Robert Whittaker,Jared Cannonier
2020-10-24,Nathaniel Wood,Casey Kenney
2020-10-24,Liana Jojua,Miranda Maverick
2020-10-24,Lauren Murphy,Liliya Shakirova
2020-10-24,Khabib Nurmagomedov,Justin Gaethje
2020-10-24,Magomed Ankalaev,Ion Cutelaba
2020-10-24,Jacob Malkoun,Phillip Hawes
2020-10-24,Jacob Malkoun,Phil Hawes
2020-10-24,Da Woon Jung,Sam Alvey
2020-10-24,Alexander Volkov,Walt Harris
2020-10-24,Alex Oliveira,Shavkat Rakhmonov
2020-10-24,Joel Alvarez,Alexander Yakovlev
2020-10-31,Miles Johns,Kevin Natividad
2020-10-31,Maurice Greene,Greg Hardy
2020-10-31,King Green,Thiago Moises
2020-10-31,Kevin Holland,Charlie Ontiveros
2020-10-31,Dustin Jacoby,Justin Ledet
2020-10-31,Bryce Mitchell,Andre Fili
2020-10-31,Chris Gruetzemacher,Alexander Hernandez
2020-10-31,Bobby Green,Thiago Moises
2020-10-31,Adrian Yanez,Victor Rodriguez
2020-10-31,Sean Strickland,Jack Marshman
2020-10-31,Cole Williams,Jason Witt
2020-10-31,Uriah Hall,Anderson Silva
2020-11-07,Thiago Santos,Glover Teixeira
2020-11-07,Max Griffin,Ramiz Brahimaj
2020-11-07,Trevin Giles,Bevon Lewis
2020-11-07,Gustavo Lopez,Anthony Birchak
2020-11-07,Raoni Barcelos,Khalid Taha
2020-11-07,Darren Elkins,Eduardo Garagorri
2020-11-07,Alexandr Romanov,Marcos Rogerio de Lima
2020-11-07,Andrei Arlovski,Tanner Boser
2020-11-07,Giga Chikadze,Jamey Simmons
2020-11-07,Claudia Gadelha,Yan Xiaonan
2020-11-14,Abdul Razak Alhassan,Khaos Williams
2020-11-14,Alex Morono,Rhys McKee
2020-11-14,Ashley Yoder,Miranda Granger
2020-11-14,Brendan Allen,Sean Strickland
2020-11-14,Don'Tale Mayes,Roque Martinez
2020-11-14,Geraldo de Freitas,Tony Gravely
2020-11-14,Kay Hansen,Cory McKenna
2020-11-14,Paul Felder,Rafael Dos Anjos
2020-11-14,Randa Markos,Kanako Murata
2020-11-21,Valentina Shevchenko,Jennifer Maia
2020-11-21,Mike Perry,Tim Means
2020-11-21,Mauricio Rua,Paul Craig
2020-11-21,Louis Cosce,Sasha Palatnikov
2020-11-21,Kyle Daukaus,Dustin Stoltzfus
2020-11-21,Katlyn Cerminara,Cynthia Calvillo
2020-11-21,Katlyn Chookagian,Cynthia Calvillo
2020-11-21,Deiveson Figueiredo,Alex Perez
2020-11-21,Alan Jouban,Jared Gooden
2020-11-21,Antonina Shevchenko,Ariane Lipski
2020-11-21,Antonina Shevchenko,Ariane da Silva
2020-11-21,Joaquin Buckley,Jordan Wright
2020-11-21,Daniel Rodriguez,Nicolas Dalby
2020-11-21,Brandon Moreno,Brandon Royval
2020-11-28,Anthony Smith,Devin Clark
2020-11-28,Ashlee Evans-Smith,Norma Dumont
2020-11-28,Gina Mazany,Rachael Ostovich
2020-11-28,Josh Parisian,Parker Porter
2020-11-28,Luke Sanders,Nate Maness
2020-11-28,Martin Day,Anderson Dos Santos
2020-11-28,Miguel Baeza,Takashi Sato
2020-11-28,Spike Carlyle,Bill Algeo
2020-11-28,Su Mudaerji,Malcolm Gordon
2020-11-28,Sumudaerji,Malcolm Gordon
2020-11-28,Jonathan Pearce,Kai Kamaka
2020-12-05,Roman Dolidze,John Allan
2020-12-05,Matt Wiman,Jordan Leavitt
2020-12-05,Ovince Saint Preux,Jamahal Hill
2020-12-05,Louis Smolka,Jose Quinonez
2020-12-05,Ilia Topuria,Damon Jackson
2020-12-05,Gabriel Benitez,Justin Jaynes
2020-12-05,Jack Hermansson,Marvin Vettori
2020-12-05,Gian Villante,Jake Collier
2020-12-12,Renato Moicano,Rafael Fiziev
2020-12-12,Tony Ferguson,Charles Oliveira
2020-12-12,Tecia Torres,Sam Hughes
2020-12-12,Tecia Pennington,Sam Hughes
2020-12-12,Mackenzie Dern,Virna Jandiroba
2020-12-12,Kevin Holland,Jacare Souza
2020-12-12,Junior Dos Santos,Ciryl Gane
2020-12-12,Gavin Tucker,Billy Quarantillo
2020-12-12,Deiveson Figueiredo,Brandon Moreno
2020-12-12,Cub Swanson,Daniel Pineda
2020-12-12,Chase Hooper,Peter Barrett
2020-12-19,Stephen Thompson,Geoff Neal
2020-12-19,Sijara Eubanks,Pannie Kianzad
2020-12-19,Michel Pereira,Khaos Williams
2020-12-19,Marlon Moraes,Rob Font
2020-12-19,Tafon Nchukwi,Jamie Pickett
2020-12-19,Marcin Tybura,Greg Hardy
2020-12-19,Jimmy Flick,Cody Durden
2020-12-19,Gillian Robertson,Taila Santos
2020-12-19,Deron Winn,Antonio Arroyo
2020-12-19,Christos Giagos,Carlton Minus
2020-12-19,Anthony Pettis,Alex Morono
2020-12-19,Jose Aldo,Marlon Vera
2021-01-16,Wu Yanan,Joselyne Edwards
2021-01-16,Sarah Moras,Vanessa Melo
2021-01-16,Santiago Ponzinibbio,Li Jingliang
2021-01-16,Punahele Soriano,Dusko Todorovic
2021-01-16,Max Holloway,Calvin Kattar
2021-01-16,Jacob Kilburn,Austin Lingo
2021-01-16,David Zawada,Ramazan Emeev
2021-01-16,Carlos Felipe,Justin Tafa
2021-01-16,Carlos Condit,Matt Brown
2021-01-16,Joaquin Buckley,Alessio Di Chirico
2021-01-20,Ricky Simon,Gaetano Pirrello
2021-01-20,Victoria Leonardo,Manon Fiorot
2021-01-20,Umar Nurmagomedov,Sergey Morozov
2021-01-20,Sumudaerji,Zarrukh Adashev
2021-01-20,Su Mudaerji,Zarrukh Adashev
2021-01-20,Roxanne Modafferi,Viviane Araujo
2021-01-20,Warlley Alves,Mounir Lazzez
2021-01-20,Omari Akhmedov,Tom Breese
2021-01-20,Michael Chiesa,Neil Magny
2021-01-20,Dalcha Lungiambula,Markus Perez
2021-01-20,Francisco Figueiredo,Jerome Rivera
2021-01-20,Mike Davis,Mason Jones
2021-01-20,Lerone Murphy,Douglas Silva de Andrade
2021-01-20,Matt Schnell,Tyson Nam
2021-01-20,Ike Villanueva,Vinicius Moreira
2021-01-23,Nik Lentz,Movsar Evloev
2021-01-23,Marina Rodriguez,Amanda Ribas
2021-01-23,Khalil Rountree Jr.,Marcin Prachnio
2021-01-23,Julianna Pena,Sara McMann
2021-01-23,Jessica Eye,Joanne Wood
2021-01-23,Jessica Eye,Joanne Calderwood
2021-01-23,Dan Hooker,Michael Chandler
2021-01-23,Brad Tavares,Antonio Carlos Junior
2021-01-23,Arman Tsarukyan,Matt Frevola
2021-01-23,Andrew Sanchez,Makhmud Muradov
2021-01-23,Amir Albazi,Zhalgas Zhumagulov
2021-01-23,Dustin Poirier,Conor McGregor
2021-02-06,Molly McCann,Lara Procopio
2021-02-06,Timur Valiev,Martin Day
2021-02-06,SeungWoo Choi,Youssef Zalal
2021-02-06,Ode Osbourne,Jerome Rivera
2021-02-06,Mike Rodriguez,Danilo Marques
2021-02-06,Michael Johnson,Clay Guida
2021-02-06,Diego Ferreira,Beneil Dariush
2021-02-06,Devonte Smith,Justin Jaynes
2021-02-06,Cory Sandhagen,Frankie Edgar
2021-02-06,Alistair Overeem,Alexander Volkov
2021-02-06,Alexandre Pantoja,Manel Kape
2021-02-06,Karol Rosa,Joselyne Edwards
2021-02-13,Kelvin Gastelum,Ian Heinisch
2021-02-13,Rodolfo Vieira,Anthony Hernandez
2021-02-13,Ricky Simon,Brian Kelleher
2021-02-13,Polyana Viana,Mallory Martin
2021-02-13,Maycee Barber,Alexa Grasso
2021-02-13,Maki Pitolo,Julian Marquez
2021-02-13,Gabe Green,Philip Rowe
2021-02-13,Gabe Green,Phil Rowe
2021-02-13,Belal Muhammad,Dhiego Lima
2021-02-13,Andre Ewell,Chris Gutierrez
2021-02-13,Kamaru Usman,Gilbert Burns
2021-02-20,Nate Landwehr,Julian Erosa
2021-02-20,Shana Dobson,Casey O'Neill
2021-02-20,Ketlen Vieira,Yana Santos
2021-02-20,Serghei Spivac,Jared Vanderaa
2021-02-20,Phil Hawes,Nassourdine Imavov
2021-02-20,Ketlen Vieira,Yana Kunitskaya
2021-02-20,Andrei Arlovski,Tom Aspinall
2021-02-20,Eddie Wineland,John Castaneda
2021-02-20,Jared Gordon,Danny Chavez
2021-02-20,Aleksei Oleinik,Chris Daukaus
2021-02-20,Aiemann Zahabi,Drako Rodriguez
2021-02-20,Charles Rosa,Darrick Minner
2021-02-20,Curtis Blaydes,Derrick Lewis
2021-02-27,Pedro Munhoz,Jimmie Rivera
2021-02-27,Alex Caceres,Kevin Croom
2021-02-27,Alexander Hernandez,Thiago Moises
2021-02-27,Alexis Davis,Sabina Mazo
2021-02-27,Dustin Jacoby,Maxim Grishin
2021-02-27,Jairzinho Rozenstruik,Ciryl Gane
2021-02-27,Montana De La Rosa,Mayra Bueno Silva
2021-02-27,Nikita Krylov,Magomed Ankalaev
2021-02-27,Vince Cachero,Ronnie Lawrence
2021-03-06,Sean Brady,Jake Matthews
2021-03-06,Song Yadong,Kyler Phillips
2021-03-06,Joseph Benavidez,Askar Askarov
2021-03-06,Tim Elliott,Jordan Espinosa
2021-03-06,Rogerio Bontorin,Kai Kara-France
2021-03-06,Uros Medic,Aalon Cruz
2021-03-06,Thiago Santos,Aleksandar Rakic
2021-03-06,Petr Yan,Aljamain Sterling
2021-03-06,Islam Makhachev,Drew Dober
2021-03-06,Livinha Souza,Amanda Lemos
2021-03-06,Kennedy Nzechukwu,Carlos Ulberg
2021-03-06,Jan Blachowicz,Israel Adesanya
2021-03-06,Dominick Cruz,Casey Kenney
2021-03-06,Amanda Nunes,Megan Anderson
2021-03-06,Mario Bautista,Trevin Jones
2021-03-13,Rani Yahya,Ray Rodriguez
2021-03-13,Nasrat Haqparast,Rafa Garcia
2021-03-13,Misha Cirkunov,Ryan Spann
2021-03-13,Matthew Semelsberger,Jason Witt
2021-03-13,Manel Kape,Matheus Nicolau
2021-03-13,Leon Edwards,Belal Muhammad
2021-03-13,Gloria de Paula,Jinh Yu Frey
2021-03-13,Eryk Anders,Darren Stewart
2021-03-13,Dan Ige,Gavin Tucker
2021-03-13,Cortney Casey,JJ Aldrich
2021-03-13,Charles Jourdain,Marcelo Rojo
2021-03-13,Angela Hill,Ashley Yoder
2021-03-13,Jonathan Martinez,Davey Grant
2021-03-20,Trevin Giles,Roman Dolidze
2021-03-20,Tai Tuivasa,Harry Hunsucker
2021-03-20,Song Kenan,Max Griffin
2021-03-20,Montel Jackson,Jesse Strader
2021-03-20,Marion Reneau,Macy Chiasson
2021-03-20,Derek Brunson,Kevin Holland
2021-03-20,Cheyanne Vlismas,Montserrat Conejo Ruiz
2021-03-20,Cheyanne Buys,Montserrat Conejo
2021-03-20,Bruno Silva,JP Buys
2021-03-20,Adrian Yanez,Gustavo Lopez
2021-03-20,Leonardo Santos,Grant Dawson
2021-03-27,Shane Young,Omar Morales
2021-03-27,Tyron Woodley,Vicente Luque
2021-03-27,Stipe Miocic,Francis Ngannou
2021-03-27,Sean O'Malley,Thomas Almeida
2021-03-27,Modestas Bukauskas,Michal Oleksiejczuk
2021-03-27,Jared Gooden,Abubakar Nurmagomedov
2021-03-27,Jamie Mullarkey,Khama Worthy
2021-03-27,Gillian Robertson,Miranda Maverick
2021-03-27,Alonzo Menifield,Fabio Cherant
2021-03-27,Marc-Andre Barriault,Abu Azaitar
2021-04-10,John Makdessi,Ignacio Bahamondes
2021-04-10,Scott Holtzman,Mateusz Gamrot
2021-04-10,Sam Alvey,Julian Marquez
2021-04-10,Nina Nunes,Mackenzie Dern
2021-04-10,Mike Perry,Daniel Rodriguez
2021-04-10,Marvin Vettori,Kevin Holland
2021-04-10,Luis Saldana,Jordan Griffin
2021-04-10,Impa Kasanganay,Sasha Palatnikov
2021-04-10,Yorgan De Castro,Jarjis Danho
2021-04-10,Hunter Azure,Jack Shore
2021-04-10,Da-Un Jung,William Knight
2021-04-10,Da Woon Jung,William Knight
2021-04-10,Arnold Allen,Sodiq Yusuff
2021-04-10,Jim Miller,Joe Solecki
2021-04-17,Robert Whittaker,Kelvin Gastelum
2021-04-17,Luis Pena,Alexander Munoz
2021-04-17,Tracy Cortez,Justine Kish
2021-04-17,Tony Gravely,Anthony Birchak
2021-04-17,Jessica Penne,Loopy Godinez
2021-04-17,Abdul Razak Alhassan,Jacob Malkoun
2021-04-17,Austin Hubbard,Dakota Bush
2021-04-17,Andrei Arlovski,Chase Sherman
2021-04-17,Alexandr Romanov,Juan Espino
2021-04-17,Bartosz Fabinski,Gerald Meerschaert
2021-04-24,Zhang Weili,Rose Namajunas
2021-04-24,Valentina Shevchenko,Jessica Andrade
2021-04-24,Uriah Hall,Chris Weidman
2021-04-24,Na Liang,Ariane Carnelossi
2021-04-24,Liang Na,Ariane Carnelossi
2021-04-24,Kazula Vargas,Rongzhu
2021-04-24,Kazula Vargas,Rong Zhu
2021-04-24,Karl Roberson,Brendan Allen
2021-04-24,Pat Sabatini,Tristan Connelly
2021-04-24,Dwight Grant,Stefan Sekulic
2021-04-24,Danaa Batgerel,Kevin Natividad
2021-04-24,Batgerel Danaa,Kevin Natividad
2021-04-24,Aoriqileng,Jeff Molina
2021-04-24,Aori Qileng,Jeff Molina
2021-04-24,Anthony Smith,Jimmy Crute
2021-04-24,Alex Oliveira,Randy Brown
2021-04-24,Kamaru Usman,Jorge Masvidal
2021-05-01,Sean Strickland,Krzysztof Jotko
2021-05-01,Randa Markos,Luana Pinheiro
2021-05-01,Poliana Botelho,Luana Carolina
2021-05-01,Merab Dvalishvili,Cody Stamann
2021-05-01,Luke Sanders,Felipe Colares
2021-05-01,Ion Cutelaba,Dustin Jacoby
2021-05-01,Kai Kamaka,TJ Brown
2021-05-01,Giga Chikadze,Cub Swanson
2021-05-01,Dominick Reyes,Jiri Prochazka
2021-05-01,Andreas Michailidis,KB Bhullar
2021-05-01,Loma Lookboonmee,Sam Hughes
2021-05-08,Phil Hawes,Kyle Daukaus
2021-05-08,Neil Magny,Geoff Neal
2021-05-08,Maurice Greene,Marcos Rogerio de Lima
2021-05-08,Marina Rodriguez,Michelle Waterson-Gomez
2021-05-08,Marina Rodriguez,Michelle Waterson
2021-05-08,Junyong Park,Tafon Nchukwi
2021-05-08,Donald Cerrone,Alex Morono
2021-05-08,Diego Ferreira,Gregor Gillespie
2021-05-08,Christian Aguilera,Carlston Harris
2021-05-08,Ludovit Klein,Michael Trizano
2021-05-15,Tony Ferguson,Beneil Dariush
2021-05-15,Shane Burgos,Edson Barboza
2021-05-15,Matt Schnell,Rogerio Bontorin
2021-05-15,Lando Vannata,Mike Grundy
2021-05-15,Kevin Aguilar,Tucker Lutz
2021-05-15,Katlyn Chookagian,Viviane Araujo
2021-05-15,Katlyn Cerminara,Viviane Araujo
2021-05-15,Jordan Wright,Jamie Pickett
2021-05-15,Jacare Souza,Andre Muniz
2021-05-15,Gina Mazany,Priscila Cachoeira
2021-05-15,Christos Giagos,Sean Soriano
2021-05-15,Charles Oliveira,Michael Chandler
2021-05-15,Andrea Lee,Antonina Shevchenko
2021-05-22,Yan Xiaonan,Carla Esparza
2021-05-22,Rob Font,Cody Garbrandt
2021-05-22,Ricardo Ramos,Bill Algeo
2021-05-22,Rafael Alves,Damir Ismagulov
2021-05-22,Josh Culibao,Shayilan Nuerdanbieke
2021-05-22,Justin Tafa,Jared Vanderaa
2021-05-22,Felicia Spencer,Norma Dumont
2021-05-22,David Dvorak,Juancamilo Ronderos
2021-05-22,Court McGee,Claudio Silva
2021-05-22,Bruno Silva,Victor Rodriguez
2021-05-22,Ben Rothwell,Chris Barnett
2021-05-22,Jack Hermansson,Edmen Shahbazyan
2021-06-05,Walt Harris,Marcin Tybura
2021-06-05,Tanner Boser,Ilir Latifi
2021-06-05,Sean Woodson,Youssef Zalal
2021-06-05,Santiago Ponzinibbio,Miguel Baeza
2021-06-05,Roman Dolidze,Laureano Staropoli
2021-06-05,Montana De La Rosa,Ariane da Silva
2021-06-05,Montana De La Rosa,Ariane Lipski
2021-06-05,Makwan Amirkhani,Kamuela Kirk
2021-06-05,Jairzinho Rozenstruik,Augusto Sakai
2021-06-05,Francisco Trinaldo,Muslim Salikhov
2021-06-05,Dusko Todorovic,Gregory Rodrigues
2021-06-05,Claudio Puelles,Jordan Leavitt
2021-06-05,Alan Patrick,Mason Jones
2021-06-05,Manon Fiorot,Tabatha Ricci
2021-06-12,Lauren Murphy,Joanne Wood
2021-06-12,Paul Craig,Jamahal Hill
2021-06-12,Pannie Kianzad,Alexis Davis
2021-06-12,Movsar Evloev,Hakeem Dawodu
2021-06-12,Matt Frevola,Terrance McKinney
2021-06-12,Leon Edwards,Nate Diaz
2021-06-12,Lauren Murphy,Joanne Calderwood
2021-06-12,Carlos Felipe,Jake Collier
2021-06-12,Fares Ziam,Luigi Vendramini
2021-06-12,Eryk Anders,Darren Stewart
2021-06-12,Drew Dober,Brad Riddell
2021-06-12,Demian Maia,Belal Muhammad
2021-06-12,Deiveson Figueiredo,Brandon Moreno
2021-06-12,Chase Hooper,Steven Peterson
2021-06-12,Israel Adesanya,Marvin Vettori
2021-06-19,Matt Brown,Dhiego Lima
2021-06-19,Marlon Vera,Davey Grant
2021-06-19,Khaos Williams,Matthew Semelsberger
2021-06-19,Kanako Murata,Virna Jandiroba
2021-06-19,Julian Erosa,SeungWoo Choi
2021-06-19,Wellington Turman,Bruno Silva
2021-06-19,Joaquim Silva,Ricky Glenn
2021-06-19,Chan Sung Jung,Dan Ige
2021-06-19,Casey O'Neill,Lara Procopio
2021-06-19,Aleksei Oleinik,Serghei Spivac
2021-06-19,Aleksa Camur,Nicolae Negumereanu
2021-06-19,Josh Parisian,Roque Martinez
2021-06-26,Yancy Medeiros,Damir Hadzovic
2021-06-26,Warlley Alves,Jeremiah Wells
2021-06-26,Tim Means,Nicolas Dalby
2021-06-26,Tanner Boser,Ovince Saint Preux
2021-06-26,Shavkat Rakhmonov,Michel Prazeres
2021-06-26,Renato Moicano,Jai Herbert
2021-06-26,Raoni Barcelos,Timur Valiev
2021-06-26,Kennedy Nzechukwu,Danilo Marques
2021-06-26,Julia Avila,Julija Stoliarenko
2021-06-26,Ciryl Gane,Alexander Volkov
2021-06-26,Charles Rosa,Justin Jaynes
2021-06-26,Andre Fili,Daniel Pineda
2021-06-26,Marcin Prachnio,Ike Villanueva
2021-07-10,Ryan Hall,Ilia Topuria
2021-07-10,Trevin Giles,Dricus Du Plessis
2021-07-10,Tai Tuivasa,Greg Hardy
2021-07-10,Zhalgas Zhumagulov,Jerome Rivera
2021-07-10,Sean O'Malley,Kris Moutinho
2021-07-10,Omari Akhmedov,Brad Tavares
2021-07-10,Gilbert Burns,Stephen Thompson
2021-07-10,Jennifer Maia,Jessica Eye
2021-07-10,Irene Aldana,Yana Santos
2021-07-10,Irene Aldana,Yana Kunitskaya
2021-07-10,Dustin Poirier,Conor McGregor
2021-07-10,Carlos Condit,Max Griffin
2021-07-10,Niko Price,Michel Pereira
2021-07-17,Rodolfo Vieira,Dustin Stoltzfus
2021-07-17,Marion Reneau,Miesha Tate
2021-07-17,Khalid Taha,Sergey Morozov
2021-07-17,Jeremy Stephens,Mateusz Gamrot
2021-07-17,Islam Makhachev,Thiago Moises
2021-07-17,Francisco Figueiredo,Malcolm Gordon
2021-07-17,Daniel Rodriguez,Preston Parsons
2021-07-17,Amanda Lemos,Montserrat Conejo Ruiz
2021-07-17,Amanda Lemos,Montserrat Conejo
2021-07-17,Alan Baudot,Rodrigo Nascimento
2021-07-17,Gabriel Benitez,Billy Quarantillo
2021-07-24,Miranda Maverick,Maycee Barber
2021-07-24,Sijara Eubanks,Elise Reed
2021-07-24,Punahele Soriano,Brendan Allen
2021-07-24,Nassourdine Imavov,Ian Heinisch
2021-07-24,Mickey Gall,Jordan Williams
2021-07-24,Kyler Phillips,Raulian Paiva
2021-07-24,Julio Arce,Andre Ewell
2021-07-24,Diana Belbita,Hannah Goldy
2021-07-24,Darren Elkins,Darrick Minner
2021-07-24,Cory Sandhagen,TJ Dillashaw
2021-07-24,Adrian Yanez,Randy Costa
2021-07-31,Uriah Hall,Sean Strickland
2021-07-31,Ryan Benoit,Zarrukh Adashev
2021-07-31,Phil Rowe,Orion Cosce
2021-07-31,Niklas Stolze,Jared Gooden
2021-07-31,Danny Chavez,Kai Kamaka
2021-07-31,Jinh Yu Frey,Ashley Yoder
2021-07-31,Chris Gruetzemacher,Rafa Garcia
2021-07-31,Cheyanne Vlismas,Gloria de Paula
2021-07-31,Cheyanne Buys,Gloria de Paula
2021-07-31,Bryan Barberena,Jason Witt
2021-07-31,Collin Anglin,Melsik Baghdasaryan
2021-08-07,Miles Johns,Anderson Dos Santos
2021-08-07,Victoria Leonardo,Melissa Gatto
2021-08-07,Vince Morales,Drako Rodriguez
2021-08-07,Tecia Torres,Angela Hill
2021-08-07,Tecia Pennington,Angela Hill
2021-08-07,Song Yadong,Casey Kenney
2021-08-07,Michael Chiesa,Vicente Luque
2021-08-07,Bobby Green,Rafael Fiziev
2021-08-07,King Green,Rafael Fiziev
2021-08-07,Karolina Kowalkiewicz,Jessica Penne
2021-08-07,Jose Aldo,Pedro Munhoz
2021-08-07,Johnny Munoz,Jamey Simmons
2021-08-07,Derrick Lewis,Ciryl Gane
