fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Cody Stamann,Alejandro Perez,-170.0,150.0,58.8235,150.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Cody Stamann,,Bantamweight,MALE,3.0,0.0,4.0,0.0,40.2222,34.8,0.1111,0.3333,11.0,4.0,2.0,21.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,Orthodox,167.64,170.18,135.0,1.0,0.0,0.0,66.75,45.300000000000004,0.0,3.75,61.5,3.0,1.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,Orthodox,167.64,162.56,135.0,29.0,29.0,0.0,13.0,12.0,,,Red,U-DEC,3.0,5:00,900.0,-155.0,325.0,1200.0,900.0,1000.0,700.0,1,1551.302739496196,1601.5691889977627,66.75,40.2222,,,45.300000000000004,34.8,,,3.75,0.3333,61.5,11.0,,,0.0,0.1111,,,,,,,,,,,,,,,,,85.70188943868723,,52.12452702849034,,5.694644203726145,61.15439821356314,,0.0,,,,,,,,,39.113335993791324,,49.64540947844287,,1.5207680059254054,32.698949692619635,,0.5344292651772551,,,,,,,,,0.6579630871775031,0,4,175.0,35.282827130062195,,32.12584746667613,,0.45552038834780184,17.83234647906848,,0.2530425119273094,,,,,,,,,29.190027609132443,,36.3165598250264,,0.8969895527433015,32.34743506812908,,0.5608164373262817,,,,,,,,,0.9387842559284316,6,8,231.0,50.41906230862504,,19.998679561814214,,5.239123815378343,43.322051734494664,,-0.2530425119273094,,,,-0.28082116875092855,-50.26644950156674,-6,-4,-56.0,0.0,-7.6200000000000045,0.0,0.0,,,,0.0,0.0,1,0.0,0.0,0.3333333333333333,0.42857142857142855,0.0,0.42857142857142855,-0.42857142857142855,0.0,-0.09523809523809523,0.6296296296296297,0.4,0.22962962962962963,0,3.0,0,12.0,16.0,13.0,16.0,-1.0,0.0,1.0,-1.0,-10.0,-1.0,0.0,0.09090909090909091,0.07692307692307693,0.6078431372549019,0.125,0.1,0.23529411764705882,0.75,0.7777777777777778,-0.02777777777777779,2,0,5.170483995038151,0,5.44673737166631,0,-0.2762533766281585,0,0,0,0.0,0.0,0.4264285714285714,0.0,-0.4264285714285714,0.0,85.70188943868723,35.282827130062195,50.41906230862504,0.0,0.0,0.0,0.7743393729271975,0.783292336812262,-0.008952963885064502,12
Polyana Viana,Hannah Cifers,-280.0,240.0,35.7143,240.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Hannah Cifers,,Women's Strawweight,FEMALE,3.0,1.0,0.0,0.0,41.0,59.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,154.94,160.02,115.0,1.0,0.0,0.0,29.0,50.5,1.5,1.0,35.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,165.1,170.18,115.0,26.0,26.0,0.0,,,,,neither,S-DEC,3.0,5:00,900.0,220.0,450.0,155.0,1820.0,815.0,640.0,0,1500.221502720916,1476.0,29.0,41.0,,,50.5,59.0,,,1.0,0.0,35.0,0.0,,,1.5,0.0,,,,,,,,,,,,,,,,,12.0,,66.0,,1.0,50.0,,3.0,,,,,,,,,61.0,,38.0,,0.3333,6.7,,0.0,,,,,,,,,0.44249333402444213,0,2,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,112.0,,,,,,,,,,,,0.44249333402444213,24.221502720916078,0,1,98.0,10.159999999999997,10.159999999999997,0.0,0.0,,,,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7368421052631579,0.29411764705882354,0.4427244582043343,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.1092896174863388,0.39215686274509803,0.3125,0.13513513513513514,0.052083333333333336,0.18181818181818182,0.5,0.0,0.5,0,0,5.351858133476067,0,4.727387818712341,0,0.6244703147637258,0,0,0,0.0,0.995,0.0,0.0,0.0,0.995,12.0,0.0,12.0,0.0,0.0,0.0,0.5045344452272925,0.0,0.5045344452272925,3
Gina Mazany,Macy Chiasson,415.0,-525.0,415.0,19.0476,2019-03-02,"Las Vegas, Nevada, USA", USA,Macy Chiasson,,Women's Bantamweight,FEMALE,3.0,0.0,1.0,0.0,24.0,48.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,180.34,182.88,135.0,1.0,0.0,0.0,25.3333,33.300000000000004,0.0,2.3333,56.99999999999999,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,167.64,172.72,135.0,30.0,27.0,0.0,,,,,neither,KO/TKO,1.0,1:49,109.0,510.0,225.0,2800.0,175.0,1695.0,250.0,0,1476.8950370077096,1524.0,25.3333,24.0,,,33.300000000000004,48.0,,,2.3333,0.0,56.99999999999999,0.0,,,0.0,2.0,,,,,,,,,,,,,,,,,10.5926266535356,,16.167693313291178,,1.393766664938895,19.791486642132305,,0.0,,,,,,,,,34.84088686985543,,54.55970681279468,,0.8670402174083112,21.937374146568203,,0.11041968147252319,,,,,,,,,0.3274800020733263,0,3,279.0,,,55.00000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,92.0,,,-38.83230668670883,,,,,,,,,-0.6725199979266737,-47.10496299229044,-1,2,187.0,-12.700000000000017,-10.159999999999997,0.0,3.0,,,,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.1941747572815534,0.84,-0.6458252427184465,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,1.0,0.0,5.0,-1.0,0.0,0.055710306406685235,0.034482758620689655,0.16393442622950818,0.2857142857142857,0.36363636363636365,0.3076923076923077,0.3333333333333333,1.0,-0.6666666666666667,2,0,5.634789603169249,0,4.532599493153256,0,1.102190110015993,0,1,-1,0.0,0.0,0.0,0.995,0.0,-0.995,10.5926266535356,0.0,10.5926266535356,0.0,0.0,0.0,0.3327709480097864,1.0,-0.6672290519902135,4
Misha Cirkunov,Johnny Walker,155.0,-175.0,155.0,57.1429,2019-03-02,"Las Vegas, Nevada, USA", USA,Johnny Walker,,Light Heavyweight,MALE,3.0,0.0,2.0,0.0,8.5,88.5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,195.58,208.28,205.0,0.0,1.0,0.0,21.2857,54.0,0.7143,1.4286,46.300000000000004,4.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,Orthodox,190.5,195.58,205.0,32.0,26.0,0.0,15.0,14.0,,,Red,KO/TKO,1.0,0:36,36.0,700.0,700.0,250.0,1400.0,650.0,-130.0,0,1564.127025322201,1551.055128649918,21.2857,8.5,,,54.0,88.5,,,1.4286,0.0,46.300000000000004,0.0,,,0.7143,0.0,,,,,,,,,,,,,,,,,25.834060723592057,,58.35095250669463,,2.1037632858111683,50.31293024338081,,0.5447587483505222,,,,,,,,,47.097242574688366,,48.70619895324798,,1.4539624274747385,20.6802488885589,,0.24238692856262958,,,,,,,,,0.6335956408760048,1,7,126.0,10.0,,80.70763998548671,,0.0,0.0,,0.0,,,,,,,,,29.937666649388948,,43.34091200912263,,0.13937666649388947,13.937666649388948,,0.213140305275764,,,,,,,,,1.0,2,2,28.0,15.834060723592057,,-22.356687478792075,,2.1037632858111683,50.31293024338081,,0.5447587483505222,,,,-0.36640435912399516,13.071896672282946,-1,5,98.0,-5.0800000000000125,-12.699999999999989,0.0,6.0,,,,0.0,0.0,1,0.2,0.8,0.0,1.0,0.0,0.0,-0.8,0.8,0.0,0.39215686274509803,0.6363636363636364,-0.24420677361853832,0,3.0,0,14.0,16.0,15.0,16.0,-1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.13333333333333333,0.2857142857142857,0.125,0.5652173913043478,0.06666666666666667,0.125,0.7142857142857143,1.0,-0.2857142857142857,7,0,4.844187086458591,0,3.367295829986474,0,1.476891256472117,0,0,0,0.199,0.796,0.995,0.0,-0.796,0.796,25.834060723592057,10.0,15.834060723592057,0.0,0.0,0.0,0.7363903020987872,1.0234594293217503,-0.28706912722296307,9
Diego Sanchez,Mickey Gall,200.0,-240.0,200.0,41.6667,2019-03-02,"Las Vegas, Nevada, USA", USA,Diego Sanchez,,Welterweight,MALE,3.0,0.0,1.0,0.0,7.6,41.0,1.8,0.8,60.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,Switch,187.96,187.96,170.0,0.0,1.0,0.0,33.75,40.300000000000004,0.6429,1.1071,24.8,6.0,11.0,73.0,2.0,0.0,3.0,9.0,5.0,0.0,0.0,17.0,Southpaw,177.8,182.88,170.0,37.0,27.0,0.0,,,,,neither,KO/TKO,2.0,4:13,553.0,200.0,325.0,1400.0,225.0,800.0,250.0,1,1508.2070204913182,1563.6255717216784,33.75,7.6,,,40.300000000000004,41.0,,,1.1071,0.8,24.8,60.0,,,0.6429,1.8,,,,,,,,,,,,,,,,,34.767589080778315,,39.0078930178694,,1.1502847328094956,25.549886047823154,,0.7485772105746048,,,,,,,,,27.393591021072517,,41.58483398224366,,0.8523887747964776,29.142654125028088,,0.6274591982775066,,,,,,,,,0.47376458433765434,1,15,175.0,8.766786222160302,,52.823366016040396,,0.6357374388065967,45.98270763557792,,1.7212466670122213,,,,,,,,,32.413446909553535,,50.3563668941684,,0.8690079991706694,37.021994250689154,,0.5327480002073326,,,,,,,,,0.7609703895132205,1,5,189.0,26.000802858618012,,-13.815472998170996,,0.5145472940028989,-20.432821587754763,,-0.9726694564376165,,,,-0.28720580517556615,-55.41855123036021,0,10,-14.0,-10.159999999999997,-5.0800000000000125,0.0,10.0,,,,1.0,2.0,0,0.29411764705882354,0.0,0.5294117647058824,0.0,1.0,0.0,0.29411764705882354,-1.0,0.5294117647058824,0.3333333333333333,0.7058823529411765,-0.3725490196078432,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,3.0,65.0,2.0,0.0,0.1111111111111111,0.06666666666666667,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.23529411764705882,0.6071428571428571,0.8,-0.19285714285714295,5,0,5.170483995038151,0,5.247024072160486,0,-0.0765400771223348,1,0,1,0.2926470588235294,0.0,0.0,0.995,0.2926470588235294,-0.995,34.767589080778315,8.766786222160302,26.000802858618012,0.0,0.0,0.0,0.6155285104830033,0.8064893092889509,-0.19096079880594763,20
Edmen Shahbazyan,Charles Byrd,-150.0,130.0,66.6667,130.0,2019-03-02,"Las Vegas, Nevada, USA", USA,Edmen Shahbazyan,,Middleweight,MALE,3.0,1.0,0.0,0.0,24.5,69.0,0.5,0.5,50.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,177.8,185.42,185.0,0.0,1.0,0.0,22.0,59.0,0.0,8.0,38.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,187.96,187.96,185.0,21.0,35.0,0.0,,,,,neither,KO/TKO,1.0,0:38,38.0,320.0,415.0,525.0,380.0,250.0,800.0,1,1523.382247921943,1495.8207238282153,22.0,24.5,,,59.0,69.0,,,8.0,0.5,38.0,50.0,,,0.0,0.5,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,22.5,,45.2,,1.0,22.7,,0.0,,,,,,,,,1.0,1,1,92.0,11.0,,78.0,,1.0,100.0,,1.0,,,,,,,,,22.2,,47.0,,1.2,27.200000000000003,,0.0,,,,,,,,,0.44249333402444213,0,2,175.0,,,-26.0,,,,,,,,,0.5575066659755579,27.561524093727712,1,-1,-83.0,10.159999999999997,2.5400000000000205,0.0,-14.0,,,,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.6,0.43478260869565216,0.16521739130434782,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.16,0.23809523809523808,0.1111111111111111,0.20833333333333334,0.1941747572815534,1.0,0.5,0.5,6,0,4.532599493153256,0,5.170483995038151,0,-0.6378845018848951,0,0,0,0.0,0.0,0.0,0.995,0.0,-0.995,0.0,11.0,-11.0,0.0,0.0,0.0,0.9940367646322784,0.4938126451294388,0.5002241195028396,3
Derrick Lewis,Junior Dos Santos,200.0,-240.0,200.0,41.6667,2019-03-09,"Wichita, Kansas, USA", USA,Junior Dos Santos,,Heavyweight,MALE,5.0,0.0,2.0,0.0,57.5,51.4,0.0556,0.2778,19.400000000000002,9.0,4.0,49.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,14.0,Orthodox,193.04,195.58,238.0,1.0,0.0,0.0,26.1875,53.6,0.0,0.3125,20.8,6.0,4.0,36.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,12.0,Orthodox,190.5,200.66,260.0,34.0,35.0,0.0,8.0,3.0,,,Red,KO/TKO,2.0,1:58,418.0,1000.0,300.0,2500.0,800.0,180.0,125.0,0,1615.340170130326,1613.4059394582152,26.1875,57.5,,,53.6,51.4,,,0.3125,0.2778,20.8,19.400000000000002,,,0.0,0.0556,,,,,,,,,,,,,,,,,25.137838492983832,,57.54790248345189,,0.3774726598957421,26.991999764471743,,0.0,,,,,,,,,44.04298066626726,,50.169657150317256,,0.8759884337496624,32.06315627772082,,0.22307086801805823,,,,,,,,,0.6773489501585317,0,16,126.0,53.53371633263243,,52.22106245315028,,0.3207798732959409,21.216750546213337,,0.052159737243133775,,,,,,,,,36.37391786241753,,55.70891077911896,,0.8533242583642027,24.089132885697534,,0.13901260750612937,,,,,,,,,0.6919768221161678,2,14,98.0,-28.3958778396486,,5.326840030301611,,0.056692786599801204,5.775249218258406,,-0.052159737243133775,,,,-0.014627871957636152,1.9342306721107434,-2,2,28.0,-2.539999999999992,5.079999999999984,22.0,-1.0,,,,0.0,0.0,1,0.8333333333333334,0.0,0.08333333333333333,0.6428571428571429,0.0,0.35714285714285715,0.19047619047619047,0.0,-0.27380952380952384,0.3333333333333333,0.7058823529411765,-0.3725490196078432,0,5.0,0,3.0,16.0,8.0,16.0,-5.0,0.0,1.0,-3.0,-13.0,-4.0,0.0,0.35714285714285715,0.038461538461538464,0.09090909090909091,0.4444444444444444,0.1111111111111111,0.25,0.75,0.7777777777777778,-0.02777777777777779,8,0,4.844187086458591,0,4.59511985013459,0,0.2490672363240014,0,0,0,0.8291666666666667,0.0,0.6396428571428572,0.0,0.18952380952380954,0.0,25.137838492983832,53.53371633263243,-28.3958778396486,0.0,0.0,0.0,0.7960160678254065,0.8083454106716575,-0.01232934284625109,30
Elizeu Zaleski dos Santos,Curtis Millender,100.0,-120.0,100.0,83.3333,2019-03-09,"Wichita, Kansas, USA", USA,Elizeu Zaleski dos Santos,,Welterweight,MALE,3.0,0.0,3.0,0.0,58.0,45.7,0.0,0.3333,33.300000000000004,3.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,187.96,193.04,170.0,0.0,6.0,0.0,51.4286,39.300000000000004,0.4286,0.2857,16.3,6.0,1.0,18.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,Orthodox,180.34,185.42,170.0,32.0,31.0,0.0,,,,,neither,SUB,1.0,2:35,155.0,300.0,180.0,800.0,1400.0,125.0,350.0,1,1602.2299909084234,1571.3885691161775,51.4286,58.0,,,39.300000000000004,45.7,,,0.2857,0.3333,16.3,33.300000000000004,,,0.4286,0.0,,,,,,,,,,,,,,,,,60.33411694507969,,40.473121827558195,,0.31148757989684384,19.72229764440628,,0.5905984914768552,,,,,,,,,38.55437045109837,,41.53985561263252,,0.8072824076667361,24.887660782300685,,0.3943881504330861,,,,,,,,,0.9356580769551417,6,7,168.0,44.49122000310999,,42.88498666804889,,0.27875333298777893,27.875333298777896,,0.0,,,,,,,,,37.62807349241124,,46.3243648370461,,0.4856056361125527,25.470865519583047,,0.2902697002036626,,,,,,,,,1.0,3,3,70.0,15.842896941969705,,-2.4118648404906935,,0.0327342469090649,-8.153035654371617,,0.5905984914768552,,,,-0.0643419230448583,30.84142179224591,3,4,98.0,-7.6200000000000045,-7.6200000000000045,0.0,1.0,,,,0.0,0.0,1,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666669,0.0,-0.3333333333333333,0.5,0.5454545454545454,-0.045454545454545414,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.25,0.2222222222222222,0.06666666666666667,0.35714285714285715,0.8571428571428571,1.0,-0.1428571428571429,5,0,5.1298987149230735,0,4.2626798770413155,0,0.867218837881758,0,0,0,0.4975,0.0,0.33166666666666667,0.0,0.16583333333333333,0.0,60.33411694507969,44.49122000310999,15.842896941969705,0.0,0.0,0.0,0.8737458267696291,1.0142199333983029,-0.14047410662867377,10
Tim Means,Niko Price,-210.0,175.0,47.619,175.0,2019-03-09,"Wichita, Kansas, USA", USA,Niko Price,,Welterweight,MALE,3.0,1.0,0.0,0.0,14.8571,36.3,0.7143,0.5714,16.400000000000002,2.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,Orthodox,182.88,193.04,170.0,0.0,1.0,0.0,48.4444,49.9,0.1111,0.5556,25.0,4.0,8.0,41.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,10.0,Orthodox,187.96,190.5,170.0,35.0,29.0,0.0,,,,,neither,KO/TKO,1.0,4:50,290.0,250.0,650.0,700.0,450.0,150.0,600.0,0,1535.7892089950255,1554.1580943861284,48.4444,14.8571,,,49.9,36.3,,,0.5556,0.5714,25.0,16.400000000000002,,,0.1111,0.7143,,,,,,,,,,,,,,,,,45.687336093745174,,48.940976428136956,,0.5424537031208572,21.83699336754529,,0.1384491112666839,,,,,,,,,30.077471990594198,,44.69974094052829,,1.4310761354310373,25.273580582987233,,0.2572084445322761,,,,,,,,,0.5432528267053734,1,17,99.0,15.952219842694635,,34.632519310665515,,0.5015750349470639,12.82859246819692,,0.804749870974649,,,,,,,,,30.432480116858045,,47.841260769693676,,0.630829427069653,25.275767347037487,,0.28189491198769145,,,,,,,,,0.5874010519681996,0,6,182.0,29.73511625105054,,14.308457117471441,,0.040878668173793264,9.00840089934837,,-0.6663007597079651,,,,-0.044148225262826135,-18.368885391102822,1,11,-83.0,5.0800000000000125,-2.539999999999992,0.0,6.0,,,,0.0,0.0,1,0.5,0.1,0.3,0.5,0.5,0.0,0.0,-0.4,0.3,0.6774193548387096,0.36363636363636365,0.313782991202346,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,2.0,30.0,0.0,0.0,0.4,0.125,0.2857142857142857,0.14285714285714285,0.18181818181818182,0.13333333333333333,0.5555555555555556,0.5714285714285714,-0.015873015873015817,5,0,4.605170185988092,0,5.209486152841421,0,-0.6043159668533296,0,0,0,0.4975,0.0995,0.4975,0.4975,0.0,-0.398,45.687336093745174,15.952219842694635,29.73511625105054,0.0,0.0,0.0,0.5701688259603757,0.586824686411521,-0.01665586045114531,23
Blagoy Ivanov,Ben Rothwell,100.0,-120.0,100.0,83.3333,2019-03-09,"Wichita, Kansas, USA", USA,Blagoy Ivanov,,Heavyweight,MALE,3.0,1.0,0.0,0.0,27.6,42.5,0.4,0.7,8.5,4.0,4.0,23.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,Orthodox,193.04,198.12,265.0,1.0,0.0,0.0,51.0,22.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,180.34,185.42,250.0,32.0,37.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,260.0,330.0,1000.0,500.0,300.0,375.0,1,1481.8692002089235,1554.4318677035933,51.0,27.6,,,22.0,42.5,,,0.0,0.7,0.0,8.5,,,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1875,,52.6,,0.3125,21.9,,0.0625,,,,,,,,,0.0,0,1,238.0,20.703706771876227,,41.54144161619129,,1.1486264643361948,14.17227265311964,,0.41731384285554857,,,,,,,,,33.85187688695886,,54.73761124209144,,0.4055027885956372,26.214171821956253,,0.22378826595165288,,,,,,,,,0.6431831580013895,0,9,1063.0,,,,,,,,,,,,-0.6431831580013895,-72.56266749466977,0,-8,-825.0,-12.699999999999989,-12.700000000000017,-15.0,-5.0,,,,1.0,0.0,0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.5,0.5454545454545454,-0.045454545454545414,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-4.0,-18.0,0.0,0.0,0.25,0.09090909090909091,0.2777777777777778,0.21052631578947367,0.16666666666666666,0.23255813953488372,0.0,0.6,-0.6,8,0,5.476463551931511,1,6.96979066990159,-1,-1.4933271179700789,0,0,0,0.0,0.0,0.4975,0.33166666666666667,-0.4975,-0.33166666666666667,0.0,20.703706771876227,-20.703706771876227,0.0,0.0,0.0,0.0,0.6140516028858976,-0.6140516028858976,10
