event_date,tour,tourney_name,bucket,round,winner,loser_name,player_a,player_b,candidate_source,candidate_date,candidate_names,candidate_tournament,candidate_has_numeric_odds,classification
2022-04-15,wta,BJK Cup G2 PPO: NOR vs ISR,BJK Cup G2 PPO: NOR vs ISR 2022,RR,Malene Helgo,Nicole Khirin,Malene Helgo,Nicole Khirin,betexplorer_team_events,2022-04-15,Helgo M. vs Khirin N.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G2 REL: GRE vs LUX,BJK Cup G2 REL: GRE vs LUX 2022,RR,Martha Matoula,Marie Weckerle,Marie Weckerle,Martha Matoula,betexplorer_team_events,2022-04-15,Matoula M. vs Weckerle M.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CAN vs LAT,BJK Cup QLS R1: CAN vs LAT 2022,RR,Leylah Fernandez,Daniela Vismane,Daniela Vismane,Leylah Fernandez,betexplorer_team_events,2022-04-16,Fernandez L. vs Vismane D.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CAN vs LAT,BJK Cup QLS R1: CAN vs LAT 2022,RR,Leylah Fernandez,Darja Semenistaja,Darja Semenistaja,Leylah Fernandez,betexplorer_team_events,2022-04-15,Fernandez L. vs Semenistaja D.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CAN vs LAT,BJK Cup QLS R1: CAN vs LAT 2022,RR,Rebecca Marino,Daniela Vismane,Daniela Vismane,Rebecca Marino,betexplorer_team_events,2022-04-15,Marino R. vs Vismane D.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CZE vs GBR,BJK Cup QLS R1: CZE vs GBR 2022,RR,Emma Raducanu,Tereza Martincova,Emma Raducanu,Tereza Martincova,betexplorer_team_events,2022-04-15,Raducanu E. vs Martincova T.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CZE vs GBR,BJK Cup QLS R1: CZE vs GBR 2022,RR,Harriet Dart,Linda Fruhvirtova,Harriet Dart,Linda Fruhvirtova,betexplorer_team_events,2022-04-16,Dart H. vs Fruhvirtova L.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CZE vs GBR,BJK Cup QLS R1: CZE vs GBR 2022,RR,Marketa Vondrousova,Emma Raducanu,Emma Raducanu,Marketa Vondrousova,betexplorer_team_events,2022-04-16,Vondrousova M. vs Raducanu E.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: CZE vs GBR,BJK Cup QLS R1: CZE vs GBR 2022,RR,Marketa Vondrousova,Harriet Dart,Harriet Dart,Marketa Vondrousova,betexplorer_team_events,2022-04-15,Vondrousova M. vs Dart H.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ESP vs NED,BJK Cup QLS R1: ESP vs NED 2022,RR,Nuria Parrizas Diaz,Arantxa Rus,Arantxa Rus,Nuria Parrizas Diaz,betexplorer_team_events,2022-04-15,Parrizas-Diaz N. vs Rus A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ESP vs NED,BJK Cup QLS R1: ESP vs NED 2022,RR,Sara Sorribes Tormo,Arantxa Rus,Arantxa Rus,Sara Sorribes Tormo,betexplorer_team_events,2022-04-16,Sorribes Tormo S. vs Rus A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ESP vs NED,BJK Cup QLS R1: ESP vs NED 2022,RR,Sara Sorribes Tormo,Lesley Pattinama Kerkhove,Lesley Pattinama Kerkhove,Sara Sorribes Tormo,betexplorer_team_events,2022-04-15,Sorribes Tormo S. vs Pattinama Kerkhove L.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: FRA vs ITA,BJK Cup QLS R1: FRA vs ITA 2022,RR,Camila Giorgi,Harmony Tan,Camila Giorgi,Harmony Tan,betexplorer_team_events,2022-04-16,Giorgi C. vs Tan H.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: FRA vs ITA,BJK Cup QLS R1: FRA vs ITA 2022,RR,Camila Giorgi,Oceane Dodin,Camila Giorgi,Oceane Dodin,betexplorer_team_events,2022-04-15,Giorgi C. vs Dodin O.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: FRA vs ITA,BJK Cup QLS R1: FRA vs ITA 2022,RR,Jasmine Paolini,Alize Cornet,Alize Cornet,Jasmine Paolini,betexplorer_team_events,2022-04-15,Paolini J. vs Cornet A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: GER vs KAZ,BJK Cup QLS R1: GER vs KAZ 2022,RR,Elena Rybakina,Angelique Kerber,Angelique Kerber,Elena Rybakina,betexplorer_team_events,2022-04-16,Rybakina E. vs Kerber A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: GER vs KAZ,BJK Cup QLS R1: GER vs KAZ 2022,RR,Elena Rybakina,Laura Siegemund,Elena Rybakina,Laura Siegemund,betexplorer_team_events,2022-04-15,Rybakina E. vs Siegemund L.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: GER vs KAZ,BJK Cup QLS R1: GER vs KAZ 2022,RR,Yulia Putintseva,Angelique Kerber,Angelique Kerber,Yulia Putintseva,betexplorer_team_events,2022-04-15,Putintseva Y. vs Kerber A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ROU vs POL,BJK Cup QLS R1: ROU vs POL 2022,RR,Iga Swiatek,Andreea Prisacariu,Andreea Prisacariu,Iga Swiatek,betexplorer_team_events,2022-04-16,Swiatek I. vs Prisacariu A.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ROU vs POL,BJK Cup QLS R1: ROU vs POL 2022,RR,Iga Swiatek,Mihaela Buzarnescu,Iga Swiatek,Mihaela Buzarnescu,betexplorer_team_events,2022-04-15,Swiatek I. vs Buzarnescu M.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: ROU vs POL,BJK Cup QLS R1: ROU vs POL 2022,RR,Magda Linette,Irina Camelia Begu,Irina Camelia Begu,Magda Linette,betexplorer_team_events,2022-04-15,Linette M. vs Begu I.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: USA vs UKR,BJK Cup QLS R1: USA vs UKR 2022,RR,Alison Riske Amritraj,Dayana Yastremska,Alison Riske Amritraj,Dayana Yastremska,betexplorer_team_events,2022-04-15,Riske-Amritraj A. vs Yastremska D.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: USA vs UKR,BJK Cup QLS R1: USA vs UKR 2022,RR,Dayana Yastremska,Jessica Pegula,Dayana Yastremska,Jessica Pegula,betexplorer_team_events,2022-04-16,Yastremska D. vs Pegula J.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: USA vs UKR,BJK Cup QLS R1: USA vs UKR 2022,RR,Jessica Pegula,Katarina Zavatska,Jessica Pegula,Katarina Zavatska,betexplorer_team_events,2022-04-15,Pegula J. vs Zavatska K.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup QLS R1: USA vs UKR,BJK Cup QLS R1: USA vs UKR 2022,RR,Katarina Zavatska,Shelby Rogers,Katarina Zavatska,Shelby Rogers,betexplorer_team_events,2022-04-16,Zavatska K. vs Rogers S.,bjk-wg-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 PO: HUN vs SLO,BJK Cup G1 PO: HUN vs SLO 2022,RR,Reka Luca Jani,Lara Smejkal,Lara Smejkal,Reka Luca Jani,betexplorer_team_events,2022-04-16,Jani R-L. vs Smejkal L.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 PPO: BRA vs CHI,BJK Cup G1 PPO: BRA vs CHI 2022,RR,Laura Pigossi,Barbara Gatica,Barbara Gatica,Laura Pigossi,betexplorer_team_events,2022-04-16,Pigossi L. vs Gatica B.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 PPO: MEX vs ARG,BJK Cup G1 PPO: MEX vs ARG 2022,RR,Solana Sierra,Marcela Zacarias,Marcela Zacarias,Solana Sierra,betexplorer_team_events,2022-04-16,Sierra S. vs Zacarias M.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 REL: COL vs PAR,BJK Cup G1 REL: COL vs PAR 2022,RR,Yuliana Lizarazo,Leyla Fiorella Britez Risso,Leyla Fiorella Britez Risso,Yuliana Lizarazo,betexplorer_team_events,2022-04-16,Lizarazo Y. vs Britez Risso L. F.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 REL: GUA vs ECU,BJK Cup G1 REL: GUA vs ECU 2022,RR,Maria Gabriela Rivera Corado,Charlotte Roemer,Charlotte Roemer,Maria Gabriela Rivera Corado,betexplorer_team_events,2022-04-16,Rivera Corado M. G. vs Roemer C.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 RR: INA vs NZL,BJK Cup G1 RR: INA vs NZL 2022,RR,Vivian Yang,Beatrice Gumulya,Beatrice Gumulya,Vivian Yang,betexplorer_team_events,2022-04-16,Yang V. vs Gumulya B.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 RR: JPN vs CHN,BJK Cup G1 RR: JPN vs CHN 2022,RR,Yue Yuan,Yuki Naito,Yue Yuan,Yuki Naito,betexplorer_team_events,2022-04-16,Yuan Y. vs Naito Y.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-16,wta,BJK Cup G1 RR: KOR vs IND,BJK Cup G1 RR: KOR vs IND 2022,RR,Riya Bhatia,Na Ri Kim,Na Ri Kim,Riya Bhatia,betexplorer_team_events,2022-04-16,Bhatia R. vs Kim N.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-18,wta,Istanbul,Istanbul 2022,R32,Sorana Cirstea,Kamilla Rakhimova,Kamilla Rakhimova,Sorana Cirstea,tennis_data,2022-04-19,Cirstea S. vs Rakhimova K.,Istanbul Cup,False,source_has_no_numeric_odds
2022-05-16,atp,Lyon,Lyon 2022,R16,Manuel Guinard,Michael Mmoh,Manuel Guinard,Michael Mmoh,,,,,False,source_absent
2022-06-27,wta,Wimbledon,Wimbledon 2022,R128,Amanda Anisimova,Yue Yuan,Amanda Anisimova,Yue Yuan,tennis_data,2022-06-28,Anisimova A. vs Yuan Y.,Wimbledon,False,source_has_no_numeric_odds
2022-07-25,atp,Atlanta,Atlanta 2022,R32,Adrian Mannarino,Peter Gojowczyk,Adrian Mannarino,Peter Gojowczyk,tennis_data,2022-07-27,Mannarino A. vs Gojowczyk P.,Atlanta Open,False,source_has_no_numeric_odds
2022-08-01,atp,Los Cabos,Los Cabos 2022,R32,Juan Alejandro Hernandez Serrano,Nicolas Barrientos,Juan Alejandro Hernandez Serrano,Nicolas Barrientos,tennis_data,2022-08-03,Hernandez A. vs Barrientos N.,Los Cabos Open,False,source_has_no_numeric_odds
2022-09-13,atp,Davis Cup Finals RR: KAZ vs NED,Davis Cup Finals RR: KAZ vs NED 2022,RR,Tallon Griekspoor,Mikhail Kukushkin,Mikhail Kukushkin,Tallon Griekspoor,betexplorer_team_events,2022-09-13,Griekspoor T. vs Kukushkin M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-15,atp,Davis Cup WG1 R1: HUN vs UKR,Davis Cup WG1 R1: HUN vs UKR 2022,RR,Marton Fucsovics,Illia Biloborodko,Illia Biloborodko,Marton Fucsovics,,,,,False,source_absent
2022-09-16,atp,Davis Cup Finals RR: ESP vs CAN,Davis Cup Finals RR: ESP vs CAN 2022,RR,Roberto Bautista Agut,Vasek Pospisil,Roberto Bautista Agut,Vasek Pospisil,betexplorer_team_events,2022-09-16,Bautista-Agut R. vs Pospisil V.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG1 R1: BIH vs MEX,Davis Cup WG1 R1: BIH vs MEX 2022,RR,Luis Carlos Alvarez Valdes,Andrej Nedic,Andrej Nedic,Luis Carlos Alvarez Valdes,betexplorer_team_events,2022-09-17,Alvarez Valdes L. C. vs Nedic A.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG1 R1: BIH vs MEX,Davis Cup WG1 R1: BIH vs MEX 2022,RR,Nerman Fatic,Gerardo Lopez Villasenor,Gerardo Lopez Villasenor,Nerman Fatic,betexplorer_team_events,2022-09-16,Fatic N. vs Lopez Villasenor G.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG1 R1: FIN vs NZL,Davis Cup WG1 R1: FIN vs NZL 2022,RR,Eero Vasa,Kiranpal Pannu,Eero Vasa,Kiranpal Pannu,betexplorer_team_events,2022-09-17,Vasa E. vs Pannu K.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG1 R1: FIN vs NZL,Davis Cup WG1 R1: FIN vs NZL 2022,RR,Emil Ruusuvuori,Isaac Becroft,Emil Ruusuvuori,Isaac Becroft,betexplorer_team_events,2022-09-17,Ruusuvuori E. vs Becroft I.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG1 R1: IND vs NOR,Davis Cup WG1 R1: IND vs NOR 2022,RR,Sumit Nagal,Lukas Hellum Lilleengen,Lukas Hellum Lilleengen,Sumit Nagal,betexplorer_team_events,2022-09-17,Nagal S. vs Hellum-Lilleengen L.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: BAR vs IRL,Davis Cup WG2 R1: BAR vs IRL 2022,RR,Darian King,Osgar Ohoisin,Darian King,Osgar Ohoisin,,,,,False,source_absent
2022-09-16,atp,Davis Cup WG2 R1: BAR vs IRL,Davis Cup WG2 R1: BAR vs IRL 2022,RR,Darian King,Simon Carr,Darian King,Simon Carr,betexplorer_team_events,2022-09-17,King D. vs Carr S.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: BAR vs IRL,Davis Cup WG2 R1: BAR vs IRL 2022,RR,Osgar Ohoisin,Kaipo Marshall,Kaipo Marshall,Osgar Ohoisin,,,,,False,source_absent
2022-09-16,atp,Davis Cup WG2 R1: BAR vs IRL,Davis Cup WG2 R1: BAR vs IRL 2022,RR,Simon Carr,Matthew Foster Estwick,Matthew Foster Estwick,Simon Carr,betexplorer_team_events,2022-09-16,Carr S. vs Foster-Estwick M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: BOL vs THA,Davis Cup WG2 R1: BOL vs THA 2022,RR,Kasidit Samrej,Federico Zeballos,Federico Zeballos,Kasidit Samrej,betexplorer_team_events,2022-09-16,Samrej K. vs Zeballos F.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: BOL vs THA,Davis Cup WG2 R1: BOL vs THA 2022,RR,Kasidit Samrej,Murkel Alejandro Dellien Velasco,Kasidit Samrej,Murkel Alejandro Dellien Velasco,betexplorer_team_events,2022-09-17,Samrej K. vs Dellien Velasco M. A.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: BOL vs THA,Davis Cup WG2 R1: BOL vs THA 2022,RR,Yuttana Charoenphon,Murkel Alejandro Dellien Velasco,Murkel Alejandro Dellien Velasco,Yuttana Charoenphon,betexplorer_team_events,2022-09-16,Charoenphon Y. vs Dellien Velasco M. A.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: DOM vs LAT,Davis Cup WG2 R1: DOM vs LAT 2022,RR,Karlis Ozolins,Nick Hardt,Karlis Ozolins,Nick Hardt,betexplorer_team_events,2022-09-16,Ozolins K. vs Hardt N.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: DOM vs LAT,Davis Cup WG2 R1: DOM vs LAT 2022,RR,Nick Hardt,Daniels Tens,Daniels Tens,Nick Hardt,betexplorer_team_events,2022-09-17,Hardt N. vs Tens D.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: DOM vs LAT,Davis Cup WG2 R1: DOM vs LAT 2022,RR,Peter Bertran,Karlis Ozolins,Karlis Ozolins,Peter Bertran,betexplorer_team_events,2022-09-17,Bertran P. vs Ozolins K.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: DOM vs LAT,Davis Cup WG2 R1: DOM vs LAT 2022,RR,Robert Strombachs,Peter Bertran,Peter Bertran,Robert Strombachs,betexplorer_team_events,2022-09-16,Strombachs R. vs Bertran P.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: LBN vs MON,Davis Cup WG2 R1: LBN vs MON 2022,RR,Benjamin Hassan,Lucas Catarina,Benjamin Hassan,Lucas Catarina,betexplorer_team_events,2022-09-16,Hassan B. vs Catarina L.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: LBN vs MON,Davis Cup WG2 R1: LBN vs MON 2022,RR,Hady Habib,Hugo Nys,Hady Habib,Hugo Nys,betexplorer_team_events,2022-09-17,Habib H. vs Nys H.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: LBN vs MON,Davis Cup WG2 R1: LBN vs MON 2022,RR,Hady Habib,Valentin Vacherot,Hady Habib,Valentin Vacherot,betexplorer_team_events,2022-09-16,Habib H. vs Vacherot V.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: LBN vs MON,Davis Cup WG2 R1: LBN vs MON 2022,RR,Valentin Vacherot,Benjamin Hassan,Benjamin Hassan,Valentin Vacherot,betexplorer_team_events,2022-09-17,Vacherot V. vs Hassan B.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: POL vs INA,Davis Cup WG2 R1: POL vs INA 2022,RR,Kamil Majchrzak,Nathan Anthony Barki,Kamil Majchrzak,Nathan Anthony Barki,betexplorer_team_events,2022-09-16,Majchrzak K. vs Barki N. A.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: POL vs INA,Davis Cup WG2 R1: POL vs INA 2022,RR,Kamil Majchrzak,Tegar Abdi Satrio Wibowo,Kamil Majchrzak,Tegar Abdi Satrio Wibowo,betexplorer_team_events,2022-09-17,Majchrzak K. vs Wibowo T.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: POL vs INA,Davis Cup WG2 R1: POL vs INA 2022,RR,Olaf Pieczkowski,Fitriadi M Rifqi,Fitriadi M Rifqi,Olaf Pieczkowski,betexplorer_team_events,2022-09-16,Pieczkowski O. vs Rifqi Fitriadi M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: POL vs INA,Davis Cup WG2 R1: POL vs INA 2022,RR,Olaf Pieczkowski,Lucky Candra Kurniawan,Lucky Candra Kurniawan,Olaf Pieczkowski,betexplorer_team_events,2022-09-17,Pieczkowski O. vs Kurniawan L.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: RSA vs BUL,Davis Cup WG2 R1: RSA vs BUL 2022,RR,Alexandar Lazarov,Philip Henning,Alexandar Lazarov,Philip Henning,betexplorer_team_events,2022-09-16,Lazarov A. vs Henning P.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: RSA vs BUL,Davis Cup WG2 R1: RSA vs BUL 2022,RR,Dimitar Kuzmanov,Lleyton Cronje,Dimitar Kuzmanov,Lleyton Cronje,betexplorer_team_events,2022-09-16,Kuzmanov D. vs Cronje L.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: SLO vs EST,Davis Cup WG2 R1: SLO vs EST 2022,RR,Aljaz Bedene,Kristjan Tamm,Aljaz Bedene,Kristjan Tamm,betexplorer_team_events,2022-09-16,Bedene A. vs Tamm K.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: SLO vs EST,Davis Cup WG2 R1: SLO vs EST 2022,RR,Bor Artnak,Mark Lajal,Bor Artnak,Mark Lajal,betexplorer_team_events,2022-09-16,Artnak B. vs Lajal M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: TUN vs GRE,Davis Cup WG2 R1: TUN vs GRE 2022,RR,Michail Pervolarakis,Skander Mansouri,Michail Pervolarakis,Skander Mansouri,betexplorer_team_events,2022-09-16,Pervolarakis M. vs Mansouri S.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: TUN vs GRE,Davis Cup WG2 R1: TUN vs GRE 2022,RR,Stefanos Tsitsipas,Aziz Dougaz,Aziz Dougaz,Stefanos Tsitsipas,betexplorer_team_events,2022-09-16,Tsitsipas S. vs Dougaz A.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: TUN vs GRE,Davis Cup WG2 R1: TUN vs GRE 2022,RR,Stefanos Tsitsipas,Skander Mansouri,Skander Mansouri,Stefanos Tsitsipas,betexplorer_team_events,2022-09-17,Tsitsipas S. vs Mansouri S.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: URU vs CHN,Davis Cup WG2 R1: URU vs CHN 2022,RR,Martin Cuevas,Bu Yunchaokete,Bu Yunchaokete,Martin Cuevas,betexplorer_team_events,2022-09-16,Cuevas M. vs Bu Y.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: URU vs CHN,Davis Cup WG2 R1: URU vs CHN 2022,RR,Rigele Te,Ignacio Carou,Ignacio Carou,Rigele Te,betexplorer_team_events,2022-09-17,Te R. vs Carou I.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: URU vs CHN,Davis Cup WG2 R1: URU vs CHN 2022,RR,Zhizhen Zhang,Ignacio Carou,Ignacio Carou,Zhizhen Zhang,betexplorer_team_events,2022-09-16,Zhang Z. vs Carou I.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-16,atp,Davis Cup WG2 R1: URU vs CHN,Davis Cup WG2 R1: URU vs CHN 2022,RR,Zhizhen Zhang,Martin Cuevas,Martin Cuevas,Zhizhen Zhang,betexplorer_team_events,2022-09-17,Zhang Z. vs Cuevas M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup Finals RR: ARG vs CRO,Davis Cup Finals RR: ARG vs CRO 2022,RR,Borna Gojo,Sebastian Baez,Borna Gojo,Sebastian Baez,betexplorer_team_events,2022-09-17,Gojo B. vs Baez S.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup Finals RR: FRA vs BEL,Davis Cup Finals RR: FRA vs BEL 2022,RR,Richard Gasquet,Michael Geerts,Michael Geerts,Richard Gasquet,betexplorer_team_events,2022-09-17,Gasquet R. vs Geerts M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup Finals RR: USA vs NED,Davis Cup Finals RR: USA vs NED 2022,RR,Tallon Griekspoor,Tommy Paul,Tallon Griekspoor,Tommy Paul,betexplorer_team_events,2022-09-17,Griekspoor T. vs Paul T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG1 R1: COL vs TUR,Davis Cup WG1 R1: COL vs TUR 2022,RR,Nicolas Barrientos,Yanki Erel,Nicolas Barrientos,Yanki Erel,betexplorer_team_events,2022-09-18,Barrientos N. vs Erel Y.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG1 R1: ECU vs SUI,Davis Cup WG1 R1: ECU vs SUI 2022,RR,Alexander Ritschard,Roberto Quiroz,Alexander Ritschard,Roberto Quiroz,betexplorer_team_events,2022-09-18,Ritschard A. vs Quiroz R.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: DEN vs ESA,Davis Cup WG2 R1: DEN vs ESA 2022,RR,Elmer Moller,Cesar Cruz,Cesar Cruz,Elmer Moller,betexplorer_team_events,2022-09-18,Moller E. vs Cruz C.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: DEN vs ESA,Davis Cup WG2 R1: DEN vs ESA 2022,RR,Johannes Ingildsen,Cesar Cruz,Cesar Cruz,Johannes Ingildsen,betexplorer_team_events,2022-09-17,Ingildsen J. vs Cruz C.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: DEN vs ESA,Davis Cup WG2 R1: DEN vs ESA 2022,RR,Marcelo Arevalo,Christian Sigsgaard,Christian Sigsgaard,Marcelo Arevalo,betexplorer_team_events,2022-09-18,Arevalo M. vs Sigsgaard C.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: DEN vs ESA,Davis Cup WG2 R1: DEN vs ESA 2022,RR,Marcelo Arevalo,Elmer Moller,Elmer Moller,Marcelo Arevalo,betexplorer_team_events,2022-09-17,Arevalo M. vs Moller E.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: LTU vs EGY,Davis Cup WG2 R1: LTU vs EGY 2022,RR,Ainius Sabaliauskas,Michael Bassem Sobhy,Ainius Sabaliauskas,Michael Bassem Sobhy,betexplorer_team_events,2022-09-18,Sabaliauskas A. vs Bassem Sobhy M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: LTU vs EGY,Davis Cup WG2 R1: LTU vs EGY 2022,RR,Mohamed Safwat,Edas Butvilas,Edas Butvilas,Mohamed Safwat,betexplorer_team_events,2022-09-17,Safwat M. vs Butvilas E.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: LTU vs EGY,Davis Cup WG2 R1: LTU vs EGY 2022,RR,Ricardas Berankis,Amr Elsayed Abdou Ahmed Mohamed,Amr Elsayed Abdou Ahmed Mohamed,Ricardas Berankis,betexplorer_team_events,2022-09-17,Berankis R. vs Elsayed A.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: LTU vs EGY,Davis Cup WG2 R1: LTU vs EGY 2022,RR,Ricardas Berankis,Mohamed Safwat,Mohamed Safwat,Ricardas Berankis,betexplorer_team_events,2022-09-18,Berankis R. vs Safwat M.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-09-17,atp,Davis Cup WG2 R1: TPE vs HKG,Davis Cup WG2 R1: TPE vs HKG 2022,RR,Coleman Wong,Jason Jung,Coleman Wong,Jason Jung,betexplorer_team_events,2022-09-17,Wong C. vs Jung J.,dc-wg2-2022,False,source_has_no_numeric_odds
